State,Season,Crop,Temperature,Rainfall,Area,Yield
3,2,2,10.9466666666667,35.9,28,57
3,2,2,10.5391666666667,134.1,31,65
3,2,2,9.14833333333333,332.362,447,670
3,2,2,10.1333333333333,331.461,400,600
3,2,2,11.2591666666667,268.653,450,640
3,2,2,9.4925,386.231,460,665
3,2,2,10.275,378.24,470,845
3,2,2,10.0266666666667,666.2,500,1000
3,2,2,10.2736666666667,968.3,527,1045
3,2,2,10.6206666666667,696.3,527,1045
3,2,2,10.172,776.3,34,67
3,2,2,9.96833333333333,796.5,74,108
3,2,2,10.9466666666667,679.3,74,108
3,2,2,10.5391666666667,1096.6,538,1067
3,2,2,9.14833333333333,292.995,250,300
3,2,2,10.1333333333333,323.563,198,234
3,2,2,11.2591666666667,267.013,265,318
3,2,2,9.4925,346.048,302,541
3,2,2,10.1648333333333,233.226,170,250
3,2,2,10.275,320.806,340,578
3,2,2,10.0266666666667,469.8,355,603
3,2,2,10.2736666666667,720.1,392,666
3,2,2,10.6206666666667,624.7,420,772
3,2,2,10.172,610.1,415,664
3,2,2,9.96833333333333,562.6,423,698
3,2,2,10.9466666666667,619.3,400,640
3,2,2,10.5391666666667,1211.7,475,784
3,2,2,9.14833333333333,273.246,33,56
3,2,2,10.1333333333333,249.358,45,40
3,2,2,11.2591666666667,154.427,52,78
3,2,2,9.4925,226.488,65,70
3,2,2,10.1648333333333,197.767,10,12
3,2,2,10.275,327.292,45,55
3,2,2,10.6206666666667,250.7,5,10
3,2,2,10.172,221.5,2,3
3,2,2,9.96833333333333,243,10,10
3,2,2,9.14833333333333,301.445,1695,2712
3,2,2,10.1333333333333,274.27,1795,2154
3,2,2,11.2591666666667,71.699,1800,2520
3,2,2,9.4925,140.686,1935,2992
3,2,2,10.1648333333333,184.417,1900,2639
3,2,2,10.275,331.927,2290,3330
3,2,2,10.0266666666667,357.5,2027,3109
3,2,2,10.2736666666667,515.9,1702,2601
3,2,2,10.6206666666667,390.3,1662,2553
3,2,2,10.172,266.7,1662,2535
3,2,2,9.96833333333333,276.1,1345,2201
3,2,2,10.9466666666667,243.9,1155,1739
3,2,2,10.5391666666667,645.3,1155,1762
3,2,2,9.14833333333333,252.184,15,15
3,2,2,10.1333333333333,302.664,5,3
3,2,2,11.2591666666667,218.144,8,7
3,2,2,9.4925,311.128,10,15
3,2,2,10.1648333333333,232.338,15,25
3,2,2,10.275,350.013,16,25
3,2,2,10.0266666666667,617.3,16,27
3,2,2,10.2736666666667,643.4,16,26
3,2,2,10.6206666666667,625.5,16,26
3,2,2,10.172,372.9,16,25
3,2,2,9.14833333333333,251.934,60,120
3,2,2,10.1333333333333,225.576,15,30
3,2,2,11.2591666666667,146.747,25,37
3,2,2,9.4925,229.172,300,300
3,2,2,10.1648333333333,172.732,60,75
3,2,2,10.275,266.441,18,22
3,2,2,10.0266666666667,285.5,24,28
3,2,2,10.2736666666667,449.2,37,43
3,2,2,10.6206666666667,296,37,43
3,2,2,10.172,425.1,30,45
3,2,2,9.14833333333333,292.168,670,799
3,2,2,10.1333333333333,271.171,677,765
3,2,2,11.2591666666667,113.684,675,500
3,2,2,9.4925,172.267,678,766
3,2,2,10.1648333333333,208.397,410,385
3,2,2,10.275,366.062,268,380
3,2,2,10.0266666666667,254.6,676,764
3,2,2,10.2736666666667,276.4,676,764
3,2,2,10.6206666666667,284.3,589,673
3,2,2,10.172,298,589,673
3,2,2,9.96833333333333,195.3,601,717
3,2,2,10.9466666666667,138.2,686,785
3,2,2,10.5391666666667,277.9,685,790
3,2,2,9.14833333333333,254.214,65,65
3,2,2,10.1333333333333,239.663,70,53
3,2,2,11.2591666666667,177.627,90,125
3,2,2,9.4925,270.789,90,125
3,2,2,10.1648333333333,187.191,90,130
3,2,2,10.275,271.836,86,126
3,2,2,10.0266666666667,240.8,75,84
3,2,2,10.2736666666667,0.8,56,62
3,2,2,10.6206666666667,1018.6,76,95
3,2,2,10.172,599.7,77,96
3,2,2,9.96833333333333,629.9,77,96
3,2,2,10.9466666666667,434.1,77,96
3,2,2,10.5391666666667,246.8,77,97
4,2,2,18.0893333333333,302.539,12675,15645
4,2,2,19.0035,329.686,13620,13856
4,2,2,20.1671666666667,83.848,10104,10954
4,2,2,18.3741666666667,124.038,10170,13127
4,2,2,18.9966666666667,246.65,10169,10477
4,2,2,19.0581666666667,473.931,9520,8825
4,2,2,18.859,599.5,10305,11773
4,2,2,19.0931666666667,471.9,6051,6264
4,2,2,19.4558333333333,212.5,8788,9497
4,2,2,18.871,324.4,7356,9480
4,2,2,18.8831666666667,476,6249,5226
4,2,2,19.669,221.5,7400,6216
4,2,2,19.3221666666667,543.2,6654,10038
4,2,2,18.859,428.3,6086,8733
4,2,2,19.0931666666667,682.2,4680,5850
4,2,2,19.4558333333333,178.3,4748,5678
4,2,2,18.871,6,5812,8375
4,2,2,18.8831666666667,325.1,5383,6636
4,2,2,19.669,324.8,5758,6581
4,2,2,19.3221666666667,662.7,5555,6946
4,2,2,18.0893333333333,317.928,35,45
4,2,2,19.0035,632.077,35,35
4,2,2,20.1671666666667,140.689,35,45
4,2,2,18.3741666666667,649.057,49,60
4,2,2,18.9966666666667,414.311,55,65
4,2,2,19.0581666666667,637.093,59,67
4,2,2,18.859,362.9,83,88
4,2,2,19.0931666666667,642.3,86,92
4,2,2,19.4558333333333,238.1,93,105
4,2,2,18.871,609.7,255,322
4,2,2,18.8831666666667,252.4,117,128
4,2,2,19.669,412.5,154,168
4,2,2,19.3221666666667,889.9,80,100
4,2,2,18.0893333333333,323.076,3665,4021
4,2,2,19.0035,363.695,3833,3947
4,2,2,20.1671666666667,126.773,4350,5210
4,2,2,18.3741666666667,219.134,3897,5110
4,2,2,18.9966666666667,278.855,4483,5581
4,2,2,19.0581666666667,536.884,5607,6681
4,2,2,18.859,402.4,6200,5439
4,2,2,19.0931666666667,493.1,1527,2214
4,2,2,19.4558333333333,272.2,1438,1766
4,2,2,18.871,458.3,2005,2109
4,2,2,18.8831666666667,307.4,2341,2013
4,2,2,19.669,215.8,3027,2945
4,2,2,19.3221666666667,0,2917,5236
4,2,2,18.0893333333333,351.504,3500,4463
4,2,2,19.0035,339.881,3666,2476
4,2,2,20.1671666666667,273.818,2977,2877
4,2,2,18.3741666666667,373.72,1156,1150
4,2,2,18.9966666666667,272.122,1140,1559
4,2,2,19.0581666666667,447.667,1405,1728
4,2,2,18.0893333333333,180.098,18270,25101
4,2,2,19.0035,188.469,17730,15397
4,2,2,20.1671666666667,42.516,13360,19467
4,2,2,18.3741666666667,89.618,13205,17608
4,2,2,18.9966666666667,144.495,13455,15656
4,2,2,19.0581666666667,260.759,11695,13775
4,2,2,18.859,240.3,8702,7373
4,2,2,19.0931666666667,368.4,7894,7123
4,2,2,19.4558333333333,177.5,7130,8917
4,2,2,18.871,249.5,6722,9170
4,2,2,18.8831666666667,357.9,6485,8095
4,2,2,19.669,165.3,6770,7573
4,2,2,19.3221666666667,496,3690,3958
4,2,2,18.0893333333333,334.513,887,1040
4,2,2,19.0035,353.255,1916,1487
4,2,2,20.1671666666667,289.992,1882,2533
4,2,2,18.3741666666667,403.537,942,934
4,2,2,18.9966666666667,279.573,1334,2002
4,2,2,19.0581666666667,454.924,946,1195
4,2,2,18.859,497.5,375,236
4,2,2,19.0931666666667,639,57,61
4,2,2,19.4558333333333,584.3,86,65
4,2,2,18.871,428.5,128,162
4,2,2,18.8831666666667,435.7,156,170
4,2,2,19.669,319.1,208,226
4,2,2,19.3221666666667,632.8,123,154
4,2,2,18.859,74.5,2468,3445
4,2,2,19.0931666666667,414.7,2820,3745
4,2,2,19.4558333333333,142.2,2512,4175
4,2,2,18.871,455.1,2468,3919
4,2,2,18.8831666666667,543.3,2410,4097
4,2,2,19.669,331.9,2550,4292
4,2,2,19.3221666666667,542.9,2200,2902
4,2,2,18.0893333333333,252.562,759,687
4,2,2,19.0035,379.048,1202,993
4,2,2,20.1671666666667,181.223,1499,1169
4,2,2,18.3741666666667,394.22,1560,1505
4,2,2,18.9966666666667,266.452,1392,1049
4,2,2,19.0581666666667,452.78,1398,1274
4,2,2,18.859,492.9,1500,1526
4,2,2,19.0931666666667,376.7,1320,1249
4,2,2,19.4558333333333,250.8,1550,1989
4,2,2,18.871,277.4,1596,1389
4,2,2,18.8831666666667,160.5,975,464
4,2,2,19.669,211.4,1074,754
4,2,2,19.3221666666667,333.6,1051,725
4,2,2,19.0035,587.322,15,15
4,2,2,20.1671666666667,123.943,10,13
4,2,2,18.3741666666667,621.857,5,6
4,2,2,18.9966666666667,383.647,25,30
4,2,2,19.0581666666667,586.248,5,6
4,2,2,18.859,611.9,7,7
4,2,2,19.0931666666667,560.7,4,4
4,2,2,19.4558333333333,203.7,35,40
4,2,2,18.871,608.8,70,88
4,2,2,19.669,176.2,35,38
4,2,2,19.3221666666667,572.8,50,63
4,2,2,18.0893333333333,264.641,2100,2540
4,2,2,19.0035,349.04,4110,3742
4,2,2,20.1671666666667,209.137,1387,1702
4,2,2,18.3741666666667,391.397,1395,1663
4,2,2,18.9966666666667,253.282,1690,2176
4,2,2,19.0581666666667,431.11,760,1003
4,2,2,18.859,520.1,745,875
4,2,2,19.0931666666667,457.7,1301,1404
4,2,2,19.4558333333333,322.1,341,472
4,2,2,18.871,361.5,338,472
4,2,2,18.8831666666667,309.8,349,405
4,2,2,19.669,227.7,242,311
4,2,2,19.3221666666667,469.4,115,100
4,2,2,18.0893333333333,330.85,6442,7614
4,2,2,19.0035,426.627,6431,6940
4,2,2,20.1671666666667,116,6729,8325
4,2,2,18.3741666666667,294.409,6790,6675
4,2,2,18.9966666666667,316.54,6282,8253
4,2,2,19.0581666666667,618.044,5983,5452
4,2,2,18.859,530.9,4106,5093
4,2,2,19.0931666666667,343.2,2503,2846
4,2,2,19.4558333333333,261.2,2689,4985
4,2,2,18.871,446.7,3013,4352
4,2,2,18.8831666666667,343.9,2836,3533
4,2,2,19.669,181.7,2566,3348
4,2,2,19.3221666666667,499.6,2110,2773
4,2,2,18.0893333333333,262.048,1797,2706
4,2,2,19.0035,514.029,1845,2670
4,2,2,20.1671666666667,173.267,1375,2056
4,2,2,18.3741666666667,554.312,1364,2146
4,2,2,18.9966666666667,345.986,1352,2077
4,2,2,19.0581666666667,604.42,1358,1890
4,2,2,18.859,256.1,1418,2070
4,2,2,19.0931666666667,238.2,1131,1451
4,2,2,19.4558333333333,92.7,1330,1693
4,2,2,18.871,297.2,1249,1735
4,2,2,18.8831666666667,125.1,1225,1664
4,2,2,19.669,20.7,1247,1940
4,2,2,19.3221666666667,171.9,1204,1512
4,2,2,18.9966666666667,316.697,44,52
4,2,2,18.859,885,13,14
4,2,2,19.4558333333333,324.3,60,68
4,2,2,18.871,660.8,38,48
4,2,2,18.8831666666667,202.8,6,7
4,2,2,19.669,120.8,5,5
4,2,2,19.3221666666667,824.9,5,6
4,2,2,18.0893333333333,218.062,1545,2234
4,2,2,19.0035,246.273,1540,1914
4,2,2,20.1671666666667,49.043,1700,1857
4,2,2,18.3741666666667,105.221,1715,1889
4,2,2,18.9966666666667,179.824,1855,2132
4,2,2,19.0581666666667,322.438,1998,2563
4,2,2,18.859,535.9,2123,2481
4,2,2,19.0931666666667,430.6,2584,3032
4,2,2,19.4558333333333,151.9,2824,3607
4,2,2,18.871,303.5,2759,3546
4,2,2,18.8831666666667,505.4,2507,3106
4,2,2,19.669,227,2873,3416
4,2,2,19.3221666666667,682.4,3751,5876
4,2,2,18.0893333333333,309.117,880,751
4,2,2,19.0035,311.369,1000,507
4,2,2,20.1671666666667,222.252,925,951
4,2,2,18.3741666666667,314.567,935,568
4,2,2,18.9966666666667,253.019,844,439
4,2,2,19.0581666666667,436.012,743,559
4,2,2,18.859,510,810,550
4,2,2,19.0931666666667,591.5,211,188
4,2,2,19.4558333333333,462.4,440,320
4,2,2,18.871,465.5,926,639
4,2,2,18.8831666666667,351,456,346
4,2,2,19.669,295.5,422,118
4,2,2,19.3221666666667,541.7,83,45
4,2,2,18.0893333333333,293.761,5764,5661
4,2,2,19.0035,487.558,6189,4730
4,2,2,20.1671666666667,175.615,6199,6993
4,2,2,18.3741666666667,500.38,5343,4567
4,2,2,18.9966666666667,348.194,5699,5955
4,2,2,19.0581666666667,639.188,5536,5120
4,2,2,18.0893333333333,329.645,4000,6392
4,2,2,19.0035,349.969,4000,4776
4,2,2,20.1671666666667,95.106,4125,5676
4,2,2,18.3741666666667,139.364,3950,4598
4,2,2,18.9966666666667,261.982,3975,4571
4,2,2,19.0581666666667,505.092,3940,5146
4,2,2,18.0893333333333,279.1,3325,3468
4,2,2,19.0035,307.839,3840,3497
4,2,2,20.1671666666667,157.835,3580,5859
4,2,2,18.3741666666667,247.357,3690,4085
4,2,2,18.9966666666667,244.097,3670,4972
4,2,2,19.0581666666667,451.269,3758,4931
4,2,2,18.859,391.3,3382,2889
4,2,2,19.0931666666667,337.9,3212,3048
4,2,2,19.4558333333333,231.6,3993,3652
4,2,2,18.871,482.9,4829,6769
4,2,2,18.8831666666667,345.9,4246,5552
4,2,2,19.669,193,4822,5454
4,2,2,19.3221666666667,464.1,1989,1970
4,2,2,18.0893333333333,317.738,630,819
4,2,2,19.0035,337.778,350,335
4,2,2,20.1671666666667,291.691,276,352
4,2,2,18.3741666666667,388.405,193,235
4,2,2,18.9966666666667,265.009,505,596
4,2,2,19.0581666666667,410.282,112,126
4,2,2,18.859,569.8,119,127
4,2,2,19.0931666666667,804,110,119
4,2,2,19.4558333333333,423.5,280,317
4,2,2,18.871,414.6,310,392
4,2,2,18.8831666666667,596.3,49,53
4,2,2,19.669,308.4,102,111
4,2,2,19.3221666666667,703.5,52,65
5,2,2,20.6291666666667,107.181,41719,70134
5,2,2,20.9988333333333,87.775,46331,77310
5,2,2,22.1488333333333,23.992,50636,117438
5,2,2,21.0961666666667,60.703,44915,93956
5,2,2,21.5185,55.182,60210,108136
5,2,2,21.6976666666667,74.455,55849,86810
5,2,2,21.3268333333333,75,53828,33278
5,2,2,21.5798333333333,46.3,50729,32091
5,2,2,22.1728333333333,21.5,57551,40153
5,2,2,21.232,0,50635,91612
5,2,2,21.4638333333333,0,57959,64655
5,2,2,22.1066666666667,29.1,59203,101912
5,2,2,22.1408333333333,17.2,57406,139820
5,2,2,20.6291666666667,85.027,35874,63942
5,2,2,20.9988333333333,76.556,52265,120615
5,2,2,22.1488333333333,45.286,44423,92523
5,2,2,21.0961666666667,47.239,55516,113367
5,2,2,21.5185,51.167,55528,110171
5,2,2,21.6976666666667,76.234,57409,121475
5,2,2,21.3268333333333,19.8,52479,74460
5,2,2,21.5798333333333,75.1,47871,55319
5,2,2,22.1728333333333,0,61320,124774
5,2,2,21.232,0,64344,121554
5,2,2,21.4638333333333,0,95363,107196
5,2,2,22.1066666666667,0,62504,93299
5,2,2,22.1408333333333,0,56136,113009
5,2,2,20.6291666666667,82.023,24063,36121
5,2,2,20.9988333333333,91.567,27786,37804
5,2,2,22.1488333333333,23.385,40698,60233
5,2,2,21.0961666666667,54.321,36107,47416
5,2,2,21.5185,56.817,35815,55872
5,2,2,21.6976666666667,69.941,26260,36958
5,2,2,20.6291666666667,78.216,59668,109241
5,2,2,20.9988333333333,65.448,57520,118548
5,2,2,22.1488333333333,27.692,61704,129568
5,2,2,21.0961666666667,44.269,60737,145269
5,2,2,21.5185,41.665,56277,107892
5,2,2,21.6976666666667,57.842,56065,103343
5,2,2,21.3268333333333,22.2,52639,88559
5,2,2,21.5798333333333,59.4,52421,90970
5,2,2,22.1728333333333,0,52751,114505
5,2,2,21.232,0,53049,119495
5,2,2,21.4638333333333,0,53410,105190
5,2,2,22.1066666666667,0,56831,108181
5,2,2,22.1408333333333,0,52684,139906
5,2,2,20.6291666666667,81.855,38622,71874
5,2,2,20.9988333333333,78.896,43106,92403
5,2,2,22.1488333333333,24.583,42279,79926
5,2,2,21.0961666666667,44.402,42251,87814
5,2,2,21.5185,49.773,42781,69488
5,2,2,21.6976666666667,73.616,42187,63061
5,2,2,21.3268333333333,104.4,56392,72898
5,2,2,21.5798333333333,35,46010,55096
5,2,2,22.1728333333333,41.2,44159,73965
5,2,2,21.232,43.9,47055,94468
5,2,2,21.4638333333333,55.9,41888,79825
5,2,2,22.1066666666667,10.8,41716,88621
5,2,2,22.1408333333333,16.4,43700,112592
5,2,2,20.6291666666667,73.244,81288,163581
5,2,2,20.9988333333333,58.62,70699,160409
5,2,2,22.1488333333333,46.668,64742,171797
5,2,2,21.0961666666667,44.759,67312,171824
5,2,2,21.5185,37.115,82212,205799
5,2,2,21.6976666666667,68.597,82037,164475
5,2,2,21.3268333333333,0,49786,91356
5,2,2,21.5798333333333,0,54956,142452
5,2,2,22.1728333333333,0,75252,190165
5,2,2,21.232,0,76141,250751
5,2,2,21.4638333333333,0,77721,211131
5,2,2,22.1066666666667,0,76961,256474
5,2,2,22.1408333333333,0,77138,200441
5,2,2,20.6291666666667,75.409,68053,170609
5,2,2,20.9988333333333,55.438,66625,156956
5,2,2,22.1488333333333,54.344,66418,165816
5,2,2,21.0961666666667,40.957,45742,131621
5,2,2,21.5185,36.378,46633,113817
5,2,2,21.6976666666667,71.563,46647,127040
5,2,2,21.3268333333333,0,65969,123090
5,2,2,21.5798333333333,0,62194,121865
5,2,2,22.1728333333333,0,60699,123162
5,2,2,21.232,0,82686,245100
5,2,2,21.4638333333333,0,77606,221389
5,2,2,22.1066666666667,2.2,76182,171685
5,2,2,22.1408333333333,0,82831,242903
5,2,2,20.6291666666667,80.305,59241,97972
5,2,2,20.9988333333333,59.955,60417,105933
5,2,2,22.1488333333333,29.178,60431,111786
5,2,2,21.0961666666667,48.448,60446,99524
5,2,2,21.5185,39.303,59395,65825
5,2,2,21.6976666666667,55.967,66303,99172
5,2,2,21.3268333333333,79.3,69647,120068
5,2,2,21.5798333333333,0,64028,71660
5,2,2,22.1728333333333,0,67181,126518
5,2,2,21.232,15,81120,217799
5,2,2,21.4638333333333,0,79760,184301
5,2,2,22.1066666666667,0.2,81686,172113
5,2,2,22.1408333333333,0,60982,142408
5,2,2,20.6291666666667,82.496,55542,98825
5,2,2,20.9988333333333,81.215,49192,101350
5,2,2,22.1488333333333,36.929,51657,96092
5,2,2,21.0961666666667,51.056,51685,95283
5,2,2,21.5185,54.481,51878,147132
5,2,2,21.6976666666667,72.252,71524,143891
5,2,2,21.3268333333333,26.1,48810,54608
5,2,2,21.5798333333333,71.6,60217,71760
5,2,2,22.1728333333333,16.8,73663,156981
5,2,2,21.232,90.9,59211,141548
5,2,2,21.4638333333333,122.7,60225,132550
5,2,2,22.1066666666667,25.3,46676,102177
5,2,2,22.1408333333333,12.8,50861,111787
5,2,2,20.6291666666667,55.148,88342,202916
5,2,2,20.9988333333333,36.216,90266,209423
5,2,2,22.1488333333333,43.37,85551,205380
5,2,2,21.0961666666667,39.324,78256,193138
5,2,2,21.5185,27.717,86361,283784
5,2,2,21.6976666666667,50.957,87218,163081
5,2,2,21.3268333333333,0,84361,115719
5,2,2,21.5798333333333,0,82462,133690
5,2,2,22.1728333333333,0,83202,208168
5,2,2,21.232,0,81749,157895
5,2,2,21.4638333333333,0,78765,123121
5,2,2,22.1066666666667,1,83878,169769
5,2,2,22.1408333333333,0,83427,282764
5,2,2,20.6291666666667,82.258,19299,24094
5,2,2,20.9988333333333,87.721,20253,24345
5,2,2,22.1488333333333,26.735,18210,23381
5,2,2,21.0961666666667,54.565,20851,23128
5,2,2,21.5185,55.745,20490,27920
5,2,2,21.6976666666667,67.209,17278,19868
5,2,2,21.3268333333333,0,15177,17409
5,2,2,21.5798333333333,0,9610,9443
5,2,2,22.1728333333333,0,11777,17647
5,2,2,21.232,0,13801,24261
5,2,2,21.4638333333333,0,14107,13100
5,2,2,22.1066666666667,0,6859,6780
5,2,2,22.1408333333333,0,7552,11303
5,2,2,20.6291666666667,74.473,44404,80116
5,2,2,20.9988333333333,65.917,42421,103444
5,2,2,22.1488333333333,39.71,38028,77884
5,2,2,21.0961666666667,47.45,35570,66411
5,2,2,21.5185,41.431,36250,77882
5,2,2,21.6976666666667,67.079,34230,80656
5,2,2,20.6291666666667,94.752,45582,83310
5,2,2,20.9988333333333,87.622,36282,73436
5,2,2,22.1488333333333,23.938,44939,89865
5,2,2,21.0961666666667,52.966,43144,94508
5,2,2,21.5185,55.182,47809,83436
5,2,2,21.6976666666667,85.083,43461,69677
5,2,2,21.3268333333333,7.8,36216,42603
5,2,2,21.5798333333333,0,44709,20463
5,2,2,22.1728333333333,0,35316,44389
5,2,2,21.232,0,35638,60112
5,2,2,21.4638333333333,0,38426,67713
5,2,2,22.1066666666667,0,35219,68556
5,2,2,22.1408333333333,0,30304,92648
5,2,2,20.6291666666667,81.093,24565,61886
5,2,2,20.9988333333333,70.032,33653,62533
5,2,2,22.1488333333333,25.941,37288,77213
5,2,2,21.0961666666667,44.922,35783,63733
5,2,2,21.5185,43.977,41772,60395
5,2,2,21.6976666666667,62.137,41069,52928
5,2,2,21.3268333333333,16.6,41286,70979
5,2,2,21.5798333333333,36.2,37401,61111
5,2,2,22.1728333333333,30.1,32229,47665
5,2,2,21.232,0,34101,73116
5,2,2,21.4638333333333,0,34300,26845
5,2,2,22.1066666666667,0,32785,121351
5,2,2,22.1408333333333,5,33893,58335
5,2,2,20.6291666666667,116.916,19589,34718
5,2,2,20.9988333333333,96.824,19240,35172
5,2,2,22.1488333333333,22.566,15159,30606
5,2,2,21.0961666666667,67.04,25552,40741
5,2,2,21.5185,66.553,28459,44737
5,2,2,21.6976666666667,93.154,29190,47913
5,2,2,21.3268333333333,45.2,28121,37283
5,2,2,21.5798333333333,0,22607,16627
5,2,2,22.1728333333333,0,21676,27904
5,2,2,21.232,0,21466,21955
5,2,2,21.4638333333333,0,22063,26467
5,2,2,22.1066666666667,0,20434,25262
5,2,2,22.1408333333333,45.4,20445,24875
5,2,2,20.6291666666667,75.405,24969,40890
5,2,2,20.9988333333333,69.419,27765,37702
5,2,2,22.1488333333333,27.037,20479,34290
5,2,2,21.0961666666667,43.969,23133,50877
5,2,2,21.5185,44.824,20020,30104
5,2,2,21.6976666666667,60.094,25035,56500
5,2,2,20.6291666666667,89.033,39999,63679
5,2,2,20.9988333333333,71.895,37702,75206
5,2,2,22.1488333333333,25.994,38204,83202
5,2,2,21.0961666666667,49.262,51512,120800
5,2,2,21.5185,46.304,51601,98516
5,2,2,21.6976666666667,64.103,50082,81820
5,2,2,21.3268333333333,40.4,38450,70831
5,2,2,21.5798333333333,39.2,36221,36022
5,2,2,22.1728333333333,0,36629,53177
5,2,2,21.232,0,41435,66837
5,2,2,21.4638333333333,0,35652,79031
5,2,2,22.1066666666667,0,38874,95831
5,2,2,22.1408333333333,0,35530,68470
5,2,2,20.6291666666667,83.502,64513,105523
5,2,2,20.9988333333333,63.418,64510,105388
5,2,2,22.1488333333333,28.33,68292,125780
5,2,2,21.0961666666667,53.372,69182,106501
5,2,2,21.5185,42.806,72068,94980
5,2,2,21.6976666666667,58.177,87324,114682
5,2,2,21.3268333333333,23.3,92281,74322
5,2,2,21.5798333333333,56.3,87652,59946
5,2,2,22.1728333333333,0,82150,131494
5,2,2,21.232,0,89409,164670
5,2,2,21.4638333333333,0,94052,148258
5,2,2,22.1066666666667,0,95278,203052
5,2,2,22.1408333333333,0,95184,225941
5,2,2,20.6291666666667,75.658,15315,23850
5,2,2,20.9988333333333,74.725,16727,25236
5,2,2,22.1488333333333,25.276,19020,35893
5,2,2,21.0961666666667,43.747,22802,38970
5,2,2,21.5185,46.778,21320,31234
5,2,2,21.6976666666667,65.164,19350,22678
5,2,2,20.6291666666667,75.862,77880,150376
5,2,2,20.9988333333333,56.468,86637,206699
5,2,2,22.1488333333333,35.575,96730,191550
5,2,2,21.0961666666667,47.807,85586,185053
5,2,2,21.5185,34.949,85827,179819
5,2,2,21.6976666666667,59.732,86840,162133
5,2,2,21.3268333333333,94.2,92891,144180
5,2,2,21.5798333333333,44.1,85854,111618
5,2,2,22.1728333333333,27.7,85448,163884
5,2,2,21.232,62.2,100927,269550
5,2,2,21.4638333333333,17.1,97796,190356
5,2,2,22.1066666666667,8.7,102522,169143
5,2,2,22.1408333333333,4.5,94060,231452
5,2,2,20.6291666666667,75.671,81934,160425
5,2,2,20.9988333333333,67.318,85011,211283
5,2,2,22.1488333333333,33.775,83946,203217
5,2,2,21.0961666666667,47.152,88154,177138
5,2,2,21.5185,41.255,101255,189805
5,2,2,21.6976666666667,61.323,83416,157880
5,2,2,21.3268333333333,0,81480,67059
5,2,2,21.5798333333333,0,82342,130284
5,2,2,22.1728333333333,0,82238,157209
5,2,2,21.232,0,67321,136626
5,2,2,21.4638333333333,0,67000,108442
5,2,2,22.1066666666667,0,82913,128208
5,2,2,22.1408333333333,0,69087,144613
5,2,2,20.6291666666667,79.306,48271,100425
5,2,2,20.9988333333333,80.828,47841,100549
5,2,2,22.1488333333333,31.692,50066,122614
5,2,2,21.0961666666667,50.912,45237,75350
5,2,2,21.5185,52.871,45680,82304
5,2,2,21.6976666666667,68.286,49407,99484
5,2,2,20.6291666666667,73.64,60566,168132
5,2,2,20.9988333333333,63.413,62838,157981
5,2,2,22.1488333333333,37.34,71387,186317
5,2,2,21.0961666666667,47.3,61360,162834
