Date,Temperature,State,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Kharif,Rabi
1796-01-01,26.534000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1796-02-01,26.294,Andaman And Nicobar,,,,,,,,,,,,,,
1796-03-01,26.18,Andaman And Nicobar,,,,,,,,,,,,,,
1796-04-01,27.941999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1796-05-01,28.651,Andaman And Nicobar,,,,,,,,,,,,,,
1796-06-01,28.307,Andaman And Nicobar,,,,,,,,,,,,,,
1796-07-01,27.482,Andaman And Nicobar,,,,,,,,,,,,,,
1796-08-01,28.025,Andaman And Nicobar,,,,,,,,,,,,,,
1796-09-01,27.185,Andaman And Nicobar,,,,,,,,,,,,,,
1796-10-01,26.808000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1796-11-01,26.646,Andaman And Nicobar,,,,,,,,,,,,,,
1796-12-01,24.796,Andaman And Nicobar,,,,,,,,,,,,,,
1797-01-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1797-02-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1797-03-01,26.717,Andaman And Nicobar,,,,,,,,,,,,,,
1797-04-01,27.111,Andaman And Nicobar,,,,,,,,,,,,,,
1797-05-01,27.855999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1797-06-01,28.733,Andaman And Nicobar,,,,,,,,,,,,,,
1797-07-01,27.436,Andaman And Nicobar,,,,,,,,,,,,,,
1797-08-01,27.955,Andaman And Nicobar,,,,,,,,,,,,,,
1797-09-01,27.281,Andaman And Nicobar,,,,,,,,,,,,,,
1797-10-01,26.412,Andaman And Nicobar,,,,,,,,,,,,,,
1797-11-01,25.62,Andaman And Nicobar,,,,,,,,,,,,,,
1797-12-01,26.513,Andaman And Nicobar,,,,,,,,,,,,,,
1798-01-01,26.754,Andaman And Nicobar,,,,,,,,,,,,,,
1798-02-01,26.55,Andaman And Nicobar,,,,,,,,,,,,,,
1798-03-01,28.337,Andaman And Nicobar,,,,,,,,,,,,,,
1798-04-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1798-05-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1798-06-01,28.191,Andaman And Nicobar,,,,,,,,,,,,,,
1798-07-01,28.559,Andaman And Nicobar,,,,,,,,,,,,,,
1798-08-01,28.413,Andaman And Nicobar,,,,,,,,,,,,,,
1798-09-01,27.134,Andaman And Nicobar,,,,,,,,,,,,,,
1798-10-01,26.555,Andaman And Nicobar,,,,,,,,,,,,,,
1798-11-01,27.18,Andaman And Nicobar,,,,,,,,,,,,,,
1798-12-01,26.073,Andaman And Nicobar,,,,,,,,,,,,,,
1799-01-01,26.119,Andaman And Nicobar,,,,,,,,,,,,,,
1799-02-01,24.997,Andaman And Nicobar,,,,,,,,,,,,,,
1799-03-01,26.936999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1799-04-01,28.779,Andaman And Nicobar,,,,,,,,,,,,,,
1799-05-01,28.811999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1799-06-01,28.789,Andaman And Nicobar,,,,,,,,,,,,,,
1799-07-01,27.906999999999996,Andaman And Nicobar,,,,,,,,,,,,,,
1799-08-01,28.006999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1799-09-01,27.357,Andaman And Nicobar,,,,,,,,,,,,,,
1799-10-01,27.342,Andaman And Nicobar,,,,,,,,,,,,,,
1799-11-01,26.732,Andaman And Nicobar,,,,,,,,,,,,,,
1799-12-01,26.256,Andaman And Nicobar,,,,,,,,,,,,,,
1800-01-01,26.526,Andaman And Nicobar,,,,,,,,,,,,,,
1800-02-01,26.919,Andaman And Nicobar,,,,,,,,,,,,,,
1800-03-01,26.791999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1800-04-01,29.179000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1800-05-01,27.943,Andaman And Nicobar,,,,,,,,,,,,,,
1800-06-01,28.18,Andaman And Nicobar,,,,,,,,,,,,,,
1800-07-01,27.136,Andaman And Nicobar,,,,,,,,,,,,,,
1800-08-01,27.392,Andaman And Nicobar,,,,,,,,,,,,,,
1800-09-01,26.162,Andaman And Nicobar,,,,,,,,,,,,,,
1800-10-01,27.065,Andaman And Nicobar,,,,,,,,,,,,,,
1800-11-01,27.01,Andaman And Nicobar,,,,,,,,,,,,,,
1800-12-01,27.07,Andaman And Nicobar,,,,,,,,,,,,,,
1801-01-01,26.901999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1801-02-01,25.965999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1801-03-01,29.000999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1801-04-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1801-05-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1801-06-01,27.531,Andaman And Nicobar,,,,,,,,,,,,,,
1801-07-01,27.951999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1801-08-01,27.271,Andaman And Nicobar,,,,,,,,,,,,,,
1801-09-01,26.81,Andaman And Nicobar,,,,,,,,,,,,,,
1801-10-01,26.736,Andaman And Nicobar,,,,,,,,,,,,,,
1801-11-01,26.941999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1801-12-01,27.761999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1802-01-01,27.42,Andaman And Nicobar,,,,,,,,,,,,,,
1802-02-01,26.81,Andaman And Nicobar,,,,,,,,,,,,,,
1802-03-01,28.721,Andaman And Nicobar,,,,,,,,,,,,,,
1802-04-01,28.494,Andaman And Nicobar,,,,,,,,,,,,,,
1802-05-01,27.774,Andaman And Nicobar,,,,,,,,,,,,,,
1802-06-01,29.291,Andaman And Nicobar,,,,,,,,,,,,,,
1802-07-01,28.404,Andaman And Nicobar,,,,,,,,,,,,,,
1802-08-01,27.914,Andaman And Nicobar,,,,,,,,,,,,,,
1802-09-01,27.765,Andaman And Nicobar,,,,,,,,,,,,,,
1802-10-01,27.305999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1802-11-01,26.666,Andaman And Nicobar,,,,,,,,,,,,,,
1802-12-01,26.205,Andaman And Nicobar,,,,,,,,,,,,,,
1803-01-01,24.924,Andaman And Nicobar,,,,,,,,,,,,,,
1803-02-01,25.281,Andaman And Nicobar,,,,,,,,,,,,,,
1803-03-01,27.185,Andaman And Nicobar,,,,,,,,,,,,,,
1803-04-01,29.045,Andaman And Nicobar,,,,,,,,,,,,,,
1803-05-01,28.924,Andaman And Nicobar,,,,,,,,,,,,,,
1803-06-01,28.531999999999996,Andaman And Nicobar,,,,,,,,,,,,,,
1803-07-01,28.498,Andaman And Nicobar,,,,,,,,,,,,,,
1803-08-01,29.134,Andaman And Nicobar,,,,,,,,,,,,,,
1803-09-01,27.899,Andaman And Nicobar,,,,,,,,,,,,,,
1803-10-01,27.037,Andaman And Nicobar,,,,,,,,,,,,,,
1803-11-01,27.166,Andaman And Nicobar,,,,,,,,,,,,,,
1803-12-01,26.226,Andaman And Nicobar,,,,,,,,,,,,,,
1804-01-01,26.768,Andaman And Nicobar,,,,,,,,,,,,,,
1804-02-01,26.057,Andaman And Nicobar,,,,,,,,,,,,,,
1804-03-01,27.066,Andaman And Nicobar,,,,,,,,,,,,,,
1804-04-01,29.898000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1804-05-01,29.275,Andaman And Nicobar,,,,,,,,,,,,,,
1804-06-01,28.793000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1804-07-01,29.268,Andaman And Nicobar,,,,,,,,,,,,,,
1804-08-01,28.131999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1804-09-01,27.686999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1804-10-01,26.866,Andaman And Nicobar,,,,,,,,,,,,,,
1804-11-01,28.048000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1804-12-01,25.904,Andaman And Nicobar,,,,,,,,,,,,,,
1805-01-01,26.647,Andaman And Nicobar,,,,,,,,,,,,,,
1805-02-01,26.101999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1805-03-01,27.883000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1805-04-01,27.801,Andaman And Nicobar,,,,,,,,,,,,,,
1805-05-01,28.609,Andaman And Nicobar,,,,,,,,,,,,,,
1805-06-01,28.83,Andaman And Nicobar,,,,,,,,,,,,,,
1805-07-01,27.738000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1805-08-01,28.628,Andaman And Nicobar,,,,,,,,,,,,,,
1805-09-01,27.162,Andaman And Nicobar,,,,,,,,,,,,,,
1805-10-01,25.491,Andaman And Nicobar,,,,,,,,,,,,,,
1805-11-01,26.241,Andaman And Nicobar,,,,,,,,,,,,,,
1805-12-01,27.504,Andaman And Nicobar,,,,,,,,,,,,,,
1806-01-01,26.587,Andaman And Nicobar,,,,,,,,,,,,,,
1806-02-01,26.180999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1806-03-01,26.951999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1806-04-01,28.109,Andaman And Nicobar,,,,,,,,,,,,,,
1806-05-01,28.62,Andaman And Nicobar,,,,,,,,,,,,,,
1806-06-01,26.991999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1806-07-01,27.559,Andaman And Nicobar,,,,,,,,,,,,,,
1806-08-01,28.261,Andaman And Nicobar,,,,,,,,,,,,,,
1806-09-01,28.004,Andaman And Nicobar,,,,,,,,,,,,,,
1806-10-01,26.406999999999996,Andaman And Nicobar,,,,,,,,,,,,,,
1806-11-01,26.761999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1806-12-01,27.108,Andaman And Nicobar,,,,,,,,,,,,,,
1807-01-01,25.331999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1807-02-01,26.076,Andaman And Nicobar,,,,,,,,,,,,,,
1807-03-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1807-04-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1807-05-01,26.483,Andaman And Nicobar,,,,,,,,,,,,,,
1807-06-01,28.371,Andaman And Nicobar,,,,,,,,,,,,,,
1807-07-01,28.112,Andaman And Nicobar,,,,,,,,,,,,,,
1807-08-01,27.776999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1807-09-01,27.713,Andaman And Nicobar,,,,,,,,,,,,,,
1807-10-01,26.359,Andaman And Nicobar,,,,,,,,,,,,,,
1807-11-01,26.813000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1807-12-01,27.734,Andaman And Nicobar,,,,,,,,,,,,,,
1808-01-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-02-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-03-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-04-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-05-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-06-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-07-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-08-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-09-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-10-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-11-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1808-12-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-01-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-02-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-03-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-04-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-05-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-06-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-07-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-08-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-09-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-10-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-11-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1809-12-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-01-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-02-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-03-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-04-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-05-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-06-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-07-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-08-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-09-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-10-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-11-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1810-12-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-01-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-02-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-03-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-04-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-05-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-06-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-07-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-08-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-09-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-10-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-11-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1811-12-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-01-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-02-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-03-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-04-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-05-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-06-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-07-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-08-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-09-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-10-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-11-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1812-12-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1813-01-01,23.680999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1813-02-01,25.576999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1813-03-01,25.133000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1813-04-01,28.6,Andaman And Nicobar,,,,,,,,,,,,,,
1813-05-01,29.166999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1813-06-01,27.316999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1813-07-01,27.55,Andaman And Nicobar,,,,,,,,,,,,,,
1813-08-01,26.684,Andaman And Nicobar,,,,,,,,,,,,,,
1813-09-01,27.096,Andaman And Nicobar,,,,,,,,,,,,,,
1813-10-01,25.924,Andaman And Nicobar,,,,,,,,,,,,,,
1813-11-01,27.666,Andaman And Nicobar,,,,,,,,,,,,,,
1813-12-01,25.263,Andaman And Nicobar,,,,,,,,,,,,,,
1814-01-01,24.87,Andaman And Nicobar,,,,,,,,,,,,,,
1814-02-01,25.726,Andaman And Nicobar,,,,,,,,,,,,,,
1814-03-01,26.101999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1814-04-01,27.201999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1814-05-01,,Andaman And Nicobar,,,,,,,,,,,,,,
1814-06-01,27.798000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1814-07-01,25.961,Andaman And Nicobar,,,,,,,,,,,,,,
1814-08-01,26.639,Andaman And Nicobar,,,,,,,,,,,,,,
1814-09-01,25.801,Andaman And Nicobar,,,,,,,,,,,,,,
1814-10-01,25.178,Andaman And Nicobar,,,,,,,,,,,,,,
1814-11-01,27.561,Andaman And Nicobar,,,,,,,,,,,,,,
1814-12-01,28.199,Andaman And Nicobar,,,,,,,,,,,,,,
1815-01-01,25.458000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1815-02-01,26.254,Andaman And Nicobar,,,,,,,,,,,,,,
1815-03-01,26.105999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1815-04-01,27.853,Andaman And Nicobar,,,,,,,,,,,,,,
1815-05-01,27.693,Andaman And Nicobar,,,,,,,,,,,,,,
1815-06-01,25.469,Andaman And Nicobar,,,,,,,,,,,,,,
1815-07-01,27.104,Andaman And Nicobar,,,,,,,,,,,,,,
1815-08-01,26.925,Andaman And Nicobar,,,,,,,,,,,,,,
1815-09-01,26.359,Andaman And Nicobar,,,,,,,,,,,,,,
1815-10-01,24.763,Andaman And Nicobar,,,,,,,,,,,,,,
1815-11-01,25.3,Andaman And Nicobar,,,,,,,,,,,,,,
1815-12-01,24.756,Andaman And Nicobar,,,,,,,,,,,,,,
1816-01-01,25.983,Andaman And Nicobar,,,,,,,,,,,,,,
1816-02-01,23.318,Andaman And Nicobar,,,,,,,,,,,,,,
1816-03-01,26.249000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1816-04-01,27.076,Andaman And Nicobar,,,,,,,,,,,,,,
1816-05-01,28.081999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1816-06-01,26.916,Andaman And Nicobar,,,,,,,,,,,,,,
1816-07-01,25.603,Andaman And Nicobar,,,,,,,,,,,,,,
1816-08-01,26.218000000000004,Andaman And Nicobar,,,,,,,,,,,,,,
1816-09-01,25.244,Andaman And Nicobar,,,,,,,,,,,,,,
1816-10-01,23.903000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1816-11-01,25.344,Andaman And Nicobar,,,,,,,,,,,,,,
1816-12-01,25.215999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1817-01-01,25.363000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1817-02-01,26.22,Andaman And Nicobar,,,,,,,,,,,,,,
1817-03-01,26.656,Andaman And Nicobar,,,,,,,,,,,,,,
1817-04-01,27.805999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1817-05-01,26.844,Andaman And Nicobar,,,,,,,,,,,,,,
1817-06-01,25.991999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1817-07-01,26.095,Andaman And Nicobar,,,,,,,,,,,,,,
1817-08-01,27.094,Andaman And Nicobar,,,,,,,,,,,,,,
1817-09-01,24.378,Andaman And Nicobar,,,,,,,,,,,,,,
1817-10-01,24.474,Andaman And Nicobar,,,,,,,,,,,,,,
1817-11-01,25.78,Andaman And Nicobar,,,,,,,,,,,,,,
1817-12-01,24.695,Andaman And Nicobar,,,,,,,,,,,,,,
1818-01-01,25.505,Andaman And Nicobar,,,,,,,,,,,,,,
1818-02-01,24.954,Andaman And Nicobar,,,,,,,,,,,,,,
1818-03-01,27.289,Andaman And Nicobar,,,,,,,,,,,,,,
1818-04-01,28.824,Andaman And Nicobar,,,,,,,,,,,,,,
1818-05-01,28.6,Andaman And Nicobar,,,,,,,,,,,,,,
1818-06-01,27.998,Andaman And Nicobar,,,,,,,,,,,,,,
1818-07-01,26.08,Andaman And Nicobar,,,,,,,,,,,,,,
1818-08-01,26.273000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1818-09-01,25.386999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1818-10-01,24.680999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1818-11-01,25.924,Andaman And Nicobar,,,,,,,,,,,,,,
1818-12-01,25.660999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1819-01-01,24.05,Andaman And Nicobar,,,,,,,,,,,,,,
1819-02-01,24.855999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1819-03-01,25.701999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1819-04-01,26.747,Andaman And Nicobar,,,,,,,,,,,,,,
1819-05-01,27.208000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1819-06-01,27.135,Andaman And Nicobar,,,,,,,,,,,,,,
1819-07-01,26.461,Andaman And Nicobar,,,,,,,,,,,,,,
1819-08-01,26.436999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1819-09-01,25.926,Andaman And Nicobar,,,,,,,,,,,,,,
1819-10-01,26.166999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1819-11-01,26.381999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1819-12-01,25.375,Andaman And Nicobar,,,,,,,,,,,,,,
1820-01-01,24.308000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1820-02-01,24.785999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1820-03-01,26.568,Andaman And Nicobar,,,,,,,,,,,,,,
1820-04-01,28.474,Andaman And Nicobar,,,,,,,,,,,,,,
1820-05-01,27.875,Andaman And Nicobar,,,,,,,,,,,,,,
1820-06-01,27.275,Andaman And Nicobar,,,,,,,,,,,,,,
1820-07-01,26.569000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1820-08-01,26.034000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1820-09-01,26.154,Andaman And Nicobar,,,,,,,,,,,,,,
1820-10-01,25.443,Andaman And Nicobar,,,,,,,,,,,,,,
1820-11-01,25.855999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1820-12-01,25.298000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1821-01-01,26.791,Andaman And Nicobar,,,,,,,,,,,,,,
1821-02-01,27.039,Andaman And Nicobar,,,,,,,,,,,,,,
1821-03-01,27.705,Andaman And Nicobar,,,,,,,,,,,,,,
1821-04-01,27.34,Andaman And Nicobar,,,,,,,,,,,,,,
1821-05-01,28.267,Andaman And Nicobar,,,,,,,,,,,,,,
1821-06-01,27.383000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1821-07-01,26.669,Andaman And Nicobar,,,,,,,,,,,,,,
1821-08-01,26.963,Andaman And Nicobar,,,,,,,,,,,,,,
1821-09-01,25.353,Andaman And Nicobar,,,,,,,,,,,,,,
1821-10-01,25.845,Andaman And Nicobar,,,,,,,,,,,,,,
1821-11-01,26.873,Andaman And Nicobar,,,,,,,,,,,,,,
1821-12-01,26.381,Andaman And Nicobar,,,,,,,,,,,,,,
1822-01-01,26.916999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1822-02-01,27.799,Andaman And Nicobar,,,,,,,,,,,,,,
1822-03-01,29.551,Andaman And Nicobar,,,,,,,,,,,,,,
1822-04-01,27.908,Andaman And Nicobar,,,,,,,,,,,,,,
1822-05-01,28.048000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1822-06-01,27.401,Andaman And Nicobar,,,,,,,,,,,,,,
1822-07-01,27.326,Andaman And Nicobar,,,,,,,,,,,,,,
1822-08-01,26.555999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1822-09-01,25.734,Andaman And Nicobar,,,,,,,,,,,,,,
1822-10-01,25.255,Andaman And Nicobar,,,,,,,,,,,,,,
1822-11-01,25.724,Andaman And Nicobar,,,,,,,,,,,,,,
1822-12-01,25.256,Andaman And Nicobar,,,,,,,,,,,,,,
1823-01-01,26.214000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1823-02-01,26.224,Andaman And Nicobar,,,,,,,,,,,,,,
1823-03-01,27.375999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1823-04-01,28.281,Andaman And Nicobar,,,,,,,,,,,,,,
1823-05-01,27.967,Andaman And Nicobar,,,,,,,,,,,,,,
1823-06-01,28.27,Andaman And Nicobar,,,,,,,,,,,,,,
1823-07-01,27.37,Andaman And Nicobar,,,,,,,,,,,,,,
1823-08-01,26.566,Andaman And Nicobar,,,,,,,,,,,,,,
1823-09-01,25.121,Andaman And Nicobar,,,,,,,,,,,,,,
1823-10-01,25.693,Andaman And Nicobar,,,,,,,,,,,,,,
1823-11-01,25.743000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1823-12-01,26.418000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1824-01-01,26.725,Andaman And Nicobar,,,,,,,,,,,,,,
1824-02-01,26.351,Andaman And Nicobar,,,,,,,,,,,,,,
1824-03-01,27.631999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1824-04-01,28.204,Andaman And Nicobar,,,,,,,,,,,,,,
1824-05-01,28.156,Andaman And Nicobar,,,,,,,,,,,,,,
1824-06-01,28.185,Andaman And Nicobar,,,,,,,,,,,,,,
1824-07-01,28.555,Andaman And Nicobar,,,,,,,,,,,,,,
1824-08-01,27.253,Andaman And Nicobar,,,,,,,,,,,,,,
1824-09-01,26.936,Andaman And Nicobar,,,,,,,,,,,,,,
1824-10-01,25.535,Andaman And Nicobar,,,,,,,,,,,,,,
1824-11-01,26.985,Andaman And Nicobar,,,,,,,,,,,,,,
1824-12-01,28.241999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
1825-01-01,26.48,Andaman And Nicobar,,,,,,,,,,,,,,
1825-02-01,26.436,Andaman And Nicobar,,,,,,,,,,,,,,
1825-03-01,27.418000000000003,Andaman And Nicobar,,,,,,,,,,,,,,
1825-04-01,28.511,Andaman And Nicobar,,,,,,,,,,,,,,
1825-05-01,28.307,Andaman And Nicobar,,,,,,,,,,,,,,
1825-06-01,28.141,Andaman And Nicobar,,,,,,,,,,,,,,
1825-07-01,27.775,Andaman And Nicobar,,,,,,,,,,,,,,
1825-08-01,26.81,Andaman And Nicobar,,,,,,,,,,,,,,
1825-09-01,26.294,Andaman And Nicobar,,,,,,,,,,,,,,
1825-10-01,26.107,Andaman And Nicobar,,,,,,,,,,,,,,
1825-11-01,27.316,Andaman And Nicobar,,,,,,,,,,,,,,
1825-12-01,26.344,Andaman And Nicobar,,,,,,,,,,,,,,
1826-01-01,26.413,Andaman And Nicobar,,,,,,,,,,,,,,
1826-02-01,25.324,Andaman And Nicobar,,,,,,,,,,,,,,
1826-03-01,27.612,Andaman And Nicobar,,,,,,,,,,,,,,
1826-04-01,28.476,Andaman And Nicobar,,,,,,,,,,,,,,
1826-05-01,29.061999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1826-06-01,27.323,Andaman And Nicobar,,,,,,,,,,,,,,
1826-07-01,27.766,Andaman And Nicobar,,,,,,,,,,,,,,
1826-08-01,26.537,Andaman And Nicobar,,,,,,,,,,,,,,
1826-09-01,26.17,Andaman And Nicobar,,,,,,,,,,,,,,
1826-10-01,26.268,Andaman And Nicobar,,,,,,,,,,,,,,
1826-11-01,27.529,Andaman And Nicobar,,,,,,,,,,,,,,
1826-12-01,28.061,Andaman And Nicobar,,,,,,,,,,,,,,
1827-01-01,27.43,Andaman And Nicobar,,,,,,,,,,,,,,
1827-02-01,26.969,Andaman And Nicobar,,,,,,,,,,,,,,
1827-03-01,28.135,Andaman And Nicobar,,,,,,,,,,,,,,
1827-04-01,28.965999999999998,Andaman And Nicobar,,,,,,,,,,,,,,
1827-05-01,28.318,Andaman And Nicobar,,,,,,,,,,,,,,
1827-06-01,27.919,Andaman And Nicobar,,,,,,,,,,,,,,
1827-07-01,27.921,Andaman And Nicobar,,,,,,,,,,,,,,
1827-08-01,27.139,Andaman And Nicobar,,,,,,,,,,,,,,
1827-09-01,25.894000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1827-10-01,25.999000000000002,Andaman And Nicobar,,,,,,,,,,,,,,
1827-11-01,27.441999999999997,Andaman And Nicobar,,,,,,,,,,,,,,
