State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual Total,Kharif,Rabi
Bihar,Buxar,2005,N.A.,N.A.,N.A.,N.A.,N.A.,29.6,369.2,173.7,40.8,14.6,N.A.,N.A.,N.A.,627.9,0
Bihar,Buxar,2006,N.A.,N.A.,N.A.,N.A.,N.A.,54.6,191.3,129.6,106.2,0,N.A.,N.A.,N.A.,481.7,0
Bihar,Buxar,2007,N.A.,N.A.,N.A.,N.A.,N.A.,27,364,210.9,188.3,2,N.A.,N.A.,N.A.,792.2,0
Bihar,Buxar,2008,N.A.,N.A.,N.A.,N.A.,N.A.,371.8,360.3,312.7,25.3,43.8,N.A.,N.A.,N.A.,1113.9,0
Bihar,Buxar,2009,N.A.,2.2,N.A.,N.A.,N.A.,12.8,187.6,375.6,131.6,100.4,N.A.,N.A.,N.A.,808,2.2
Bihar,Buxar,2010,N.A.,N.A.,N.A.,N.A.,N.A.,25.4,93.4,297.6,127.6,58.4,N.A.,0,N.A.,602.4,0
Bihar,Darbhanga,2004,34.3,0,0,45,53.7,374.9,279.6,179.4,86.6,18.6,0,0,N.A.,992.8,79.3
Bihar,Darbhanga,2005,N.A.,N.A.,N.A.,0,0,32.4,247.9,245.3,47.9,2.2,N.A.,0,N.A.,575.7,0
Bihar,Darbhanga,2006,N.A.,N.A.,N.A.,N.A.,N.A.,96.3,368.1,149.9,306,28.1,N.A.,N.A.,N.A.,948.4,0
Bihar,Darbhanga,2007,0,15,N.A.,N.A.,N.A.,18.5,559.9,457.7,559.6,82.3,N.A.,N.A.,N.A.,1678,15
Bihar,Darbhanga,2008,N.A.,N.A.,N.A.,N.A.,N.A.,100.8,489.4,197.8,133.5,26.2,N.A.,N.A.,N.A.,947.7,0
Bihar,Darbhanga,2009,N.A.,0.2,N.A.,N.A.,N.A.,2.6,351.8,382.3,77.6,29.9,N.A.,N.A.,N.A.,844.2,0.2
Bihar,Darbhanga,2010,N.A.,N.A.,N.A.,N.A.,N.A.,117.6,283.9,248.9,115.5,22.6,N.A.,N.A.,N.A.,788.5,0
Bihar,East Champaran,2004,34,0,0,8,0,366.5,734.9,216.2,59.3,6.3,0,0,1425.2,1383.2,42
Bihar,East Champaran,2005,N.A.,1.2,1.1,N.A.,24,62.2,299.9,533.6,42.5,124,0,0,N.A.,1086.2,2.3
Bihar,East Champaran,2006,0,0,2.5,0,22.6,197.9,202.7,151.1,379.6,8.5,0,0,964.9,962.4,2.5
Bihar,East Champaran,2007,0,0,N.A.,N.A.,N.A.,224.6,575.1,694.3,345.4,26.7,N.A.,0,N.A.,1866.1,0
Bihar,East Champaran,2008,N.A.,N.A.,N.A.,0,158.5,460.3,463.4,316.1,157.3,24.2,0,1,N.A.,1579.8,1
Bihar,East Champaran,2009,0,N.A.,1.2,0,187.7,42.8,310.5,429.9,86.9,35.2,0,0,N.A.,1093,1.2
Bihar,East Champaran,2010,0,N.A.,0,8.8,226.8,64.1,333.9,299.9,154.6,83.4,0,0.7,N.A.,1162.7,9.5
Bihar,Gaya,2004,8.8,0,0,17.3,28.6,335.1,140.7,231.3,139.8,21.2,0,0,922.8,896.7,26.1
Bihar,Gaya,2005,18,26,19.6,8,2,77.3,239.2,157,N.A.,21.4,0,0,N.A.,496.9,71.6
Bihar,Gaya,2006,0,0,11.8,4.8,36.4,404.4,326.9,123.9,208,0,0.2,0,1116.4,1099.6,16.8
Bihar,Gaya,2007,0,43.6,5.5,41.8,54.2,46.2,338.4,221.7,233.8,52.2,0,0,1037.4,946.5,90.9
Bihar,Gaya,2008,95.4,13.4,0.6,13.3,40.3,404.9,283.5,209.6,48.9,0,0,0,1109.9,987.2,122.7
Bihar,Gaya,2009,8.4,N.A.,0.4,2.4,73.7,68.4,194.8,152.5,269,17,11.8,2.3,N.A.,775.4,25.3
Bihar,Gaya,2010,0.2,3.4,0,0,25.8,97.8,202.7,202.9,50.3,91,6.4,2.8,683.3,670.5,12.8
Bihar,Gopalganj,2004,0,0,N.A.,0,0,164.2,208,108,0,N.A.,N.A.,N.A.,N.A.,480.2,0
Bihar,Gopalganj,2005,N.A.,N.A.,N.A.,N.A.,N.A.,68,27.4,N.A.,93,4.2,N.A.,N.A.,N.A.,192.6,0
Bihar,Gopalganj,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Gopalganj,2007,N.A.,N.A.,N.A.,N.A.,N.A.,84.8,670,127.2,112.9,0,N.A.,0,N.A.,994.9,0
Bihar,Gopalganj,2008,N.A.,N.A.,N.A.,N.A.,N.A.,246.1,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,246.1,0
Bihar,Gopalganj,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,179.5,306.7,67.7,82.1,N.A.,1,N.A.,636,1
Bihar,Gopalganj,2010,0,0,0,0,N.A.,64.4,259.8,253.4,224.6,81,0,0,N.A.,883.2,0
Bihar,Jahanabad,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Jahanabad,2005,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Jahanabad,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Jahanabad,2007,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Jahanabad,2008,N.A.,N.A.,N.A.,N.A.,N.A.,134.5,469.8,342.6,N.A.,N.A.,N.A.,N.A.,N.A.,946.9,0
Bihar,Jahanabad,2009,N.A.,N.A.,N.A.,N.A.,N.A.,46.4,152.6,127.4,163.8,21.7,0,0,N.A.,511.9,0
Bihar,Jahanabad,2010,0,6,0,0,15.3,90.5,184.3,181.1,69.3,55.4,0,0,601.9,595.9,6
Bihar,Jamui,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Jamui,2005,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Jamui,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Jamui,2007,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Jamui,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Jamui,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,155.7,321.8,199.2,55.5,N.A.,N.A.,N.A.,732.2,0
Bihar,Jamui,2010,0,N.A.,N.A.,0,N.A.,121.4,214.1,231.5,102.3,43.3,N.A.,N.A.,N.A.,712.6,0
Bihar,Katihar,2004,N.A.,N.A.,0,N.A.,N.A.,186.1,322.7,32.2,130.8,158.3,N.A.,7.8,N.A.,830.1,7.8
Bihar,Katihar,2005,N.A.,N.A.,N.A.,N.A.,N.A.,36.6,304.2,332.6,193.9,73,N.A.,N.A.,N.A.,940.3,0
Bihar,Katihar,2006,N.A.,N.A.,N.A.,N.A.,N.A.,82.7,339.9,121.6,312.5,13.8,N.A.,N.A.,N.A.,870.5,0
Bihar,Katihar,2007,N.A.,N.A.,N.A.,N.A.,N.A.,225.7,306.2,181.4,158.6,3.7,N.A.,N.A.,N.A.,875.6,0
Bihar,Katihar,2008,N.A.,N.A.,N.A.,N.A.,N.A.,144.4,207.3,341.7,149.9,17,N.A.,N.A.,N.A.,860.3,0
Bihar,Katihar,2009,N.A.,N.A.,N.A.,N.A.,N.A.,24.6,204.1,327.5,72.9,132.8,N.A.,0,N.A.,761.9,0
Bihar,Katihar,2010,0,N.A.,0,0,47,144.4,176,117.9,168.6,24.1,0,0,N.A.,678,0
Bihar,Khagaria,2004,16.6,0,0,0,4.5,189.3,353.3,114.5,75.5,52,N.A.,N.A.,N.A.,789.1,16.6
Bihar,Khagaria,2005,N.A.,N.A.,36.2,N.A.,N.A.,13.5,324.3,433.5,176.3,5.3,N.A.,N.A.,N.A.,952.9,36.2
Bihar,Khagaria,2006,N.A.,N.A.,N.A.,N.A.,N.A.,126.8,287,134.8,342.7,16.9,30.1,N.A.,N.A.,908.2,30.1
Bihar,Khagaria,2007,N.A.,N.A.,N.A.,N.A.,0,205.8,562.1,200.1,268.8,40.2,N.A.,N.A.,N.A.,1277,0
Bihar,Khagaria,2008,N.A.,N.A.,N.A.,N.A.,N.A.,336.4,362,401.9,84.3,95,N.A.,N.A.,N.A.,1279.6,0
Bihar,Khagaria,2009,N.A.,N.A.,N.A.,N.A.,N.A.,59.3,214.3,333.6,142.5,142.8,N.A.,0,N.A.,892.5,0
Bihar,Khagaria,2010,N.A.,N.A.,N.A.,5,48.1,106.6,132.2,128.5,167.4,32.3,0,0,N.A.,615.1,5
Bihar,Kishanganj,2004,14.2,N.A.,0,31,120,190.6,865,0,0,N.A.,N.A.,N.A.,N.A.,1175.6,45.2
Bihar,Kishanganj,2005,N.A.,N.A.,N.A.,N.A.,4,55,167,677.6,114,132.4,N.A.,N.A.,N.A.,1150,0
Bihar,Kishanganj,2006,N.A.,N.A.,N.A.,N.A.,156,151.6,212.4,28.5,465,161.6,0,0,N.A.,1175.1,0
Bihar,Kishanganj,2007,0,0,0,0,N.A.,341,106,57,N.A.,N.A.,N.A.,N.A.,N.A.,504,0
Bihar,Kishanganj,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,583.8,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,583.8,0
Bihar,Kishanganj,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,84.2,289.5,1.6,N.A.,N.A.,N.A.,N.A.,375.3,0
Bihar,Kishanganj,2010,0,0,0,0,N.A.,658,762.6,418.2,373,41.4,45.4,0,N.A.,2253.2,45.4
Bihar,Madhepura,2004,40.4,0,0,0,103.2,130.2,379.9,251.7,85.4,N.A.,N.A.,N.A.,N.A.,950.4,40.4
Bihar,Madhepura,2005,36.2,3,0,N.A.,36,35,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,71,39.2
Bihar,Madhepura,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Madhepura,2007,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,121.2,2.7,0,N.A.,N.A.,N.A.,123.9,0
Bihar,Madhepura,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Madhepura,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,147.8,332.6,93.8,42.6,N.A.,N.A.,N.A.,616.8,0
Bihar,Madhepura,2010,0,0,0,0,156.4,131.7,219.6,133.3,173.8,5,0,0,819.8,819.8,0
Bihar,Madhubani,2004,22,0,0,0,100.1,258.4,666.4,113.8,114,24.7,1.3,0,1300.7,1277.4,23.3
Bihar,Madhubani,2005,17.9,N.A.,14.2,24.2,N.A.,117,175.4,515,84.3,1.5,N.A.,N.A.,N.A.,893.2,56.3
Bihar,Madhubani,2006,N.A.,N.A.,N.A.,N.A.,N.A.,48.1,234.6,81.6,355.5,6.3,0,N.A.,N.A.,726.1,0
Bihar,Madhubani,2007,N.A.,N.A.,N.A.,N.A.,N.A.,110.6,486.4,521.1,401.6,43.1,N.A.,N.A.,N.A.,1562.8,0
Bihar,Madhubani,2008,N.A.,N.A.,N.A.,N.A.,N.A.,66.9,361.2,219.3,103.6,71.9,N.A.,N.A.,N.A.,822.9,0
Bihar,Madhubani,2009,N.A.,N.A.,N.A.,N.A.,N.A.,47.9,415.5,296.4,64.9,43.5,N.A.,N.A.,N.A.,868.2,0
Bihar,Madhubani,2010,0,0,0,0,N.A.,68.4,173.7,159.8,95,20.9,N.A.,N.A.,N.A.,517.8,0
Bihar,Monghyr,2004,N.A.,N.A.,0,N.A.,0,131.7,319.5,160.5,49.3,66.5,N.A.,0,N.A.,727.5,0
Bihar,Monghyr,2005,N.A.,N.A.,N.A.,N.A.,N.A.,24.2,249.2,235.8,141.5,8.1,N.A.,0,N.A.,658.8,0
Bihar,Monghyr,2006,N.A.,N.A.,N.A.,N.A.,N.A.,27.4,284.4,70.4,187.3,23,0,N.A.,N.A.,592.5,0
Bihar,Monghyr,2007,N.A.,N.A.,N.A.,N.A.,N.A.,55.4,487,517.7,482.9,33,N.A.,N.A.,N.A.,1576,0
Bihar,Monghyr,2008,N.A.,N.A.,N.A.,N.A.,N.A.,264.3,586.9,434.4,190.7,48.8,N.A.,N.A.,N.A.,1525.1,0
Bihar,Monghyr,2009,N.A.,N.A.,N.A.,N.A.,N.A.,68.7,330.2,353.5,164.1,302.7,N.A.,N.A.,N.A.,1219.2,0
Bihar,Monghyr,2010,N.A.,N.A.,0,0,N.A.,267.6,724.7,294.8,501.8,101.6,1,0.2,N.A.,1890.5,1.2
Bihar,Muzaffarpur,2004,43.5,0.3,N.A.,50.4,79.1,228.6,575.7,198.7,46,1.6,0,0,N.A.,1129.7,94.2
Bihar,Muzaffarpur,2005,13.7,12.2,3.2,15,42,141,400.2,251,76.7,53,0,0,1008,963.9,44.1
Bihar,Muzaffarpur,2006,0,0,1.6,21.6,71.8,241.5,377.7,122.2,365.3,25.9,4.5,0,1232.1,1204.4,27.7
Bihar,Muzaffarpur,2007,0,23.6,29,8.6,80.5,166.6,719.4,649.3,700,246.8,1,0,2624.8,2562.6,62.2
Bihar,Muzaffarpur,2008,0,3.8,0,13.3,61.2,377.3,712.2,331.7,277.2,53.6,0,0,1830.3,1813.2,17.1
Bihar,Muzaffarpur,2009,0,1.8,1.8,0,194.8,67.8,216.1,262.4,165.3,71.1,1.4,3.7,986.2,977.5,8.7
Bihar,Muzaffarpur,2010,1.6,1.8,0,0,62.3,87.3,254,207.1,140.1,81.8,0,1.1,837.1,832.6,4.5
Bihar,Nalanda,2004,N.A.,N.A.,0,N.A.,N.A.,144.7,49.2,29.2,0,N.A.,N.A.,N.A.,N.A.,223.1,0
Bihar,Nalanda,2005,N.A.,N.A.,N.A.,N.A.,2,N.A.,207.4,168.6,92.2,3.2,0,0,N.A.,473.4,0
Bihar,Nalanda,2006,0,0,N.A.,0,N.A.,N.A.,N.A.,23,N.A.,N.A.,N.A.,N.A.,N.A.,23,0
Bihar,Nalanda,2007,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Nalanda,2008,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Nalanda,2009,N.A.,N.A.,N.A.,N.A.,N.A.,80.1,132.3,173.4,90,77.6,N.A.,N.A.,N.A.,553.4,0
Bihar,Nalanda,2010,0,0,0,0,22.4,84.8,160,276.7,141.4,47.2,0,0,732.5,732.5,0
Bihar,Patna,2004,32.3,4.1,5.3,24.3,37.1,160.1,201.3,297,50.8,5.8,0,0.8,818.9,752.1,66.8
Bihar,Patna,2005,19.1,29.5,4.4,1.2,14.7,28.4,481.9,217,97.1,39.6,0,0,932.9,878.7,54.2
Bihar,Patna,2006,0,0,3.5,21,28.8,266.5,325.3,173.5,195,0,6.5,0,1020.1,989.1,31
Bihar,Patna,2007,0,41.1,69,8.8,59.6,139.1,655.1,405.4,362.6,19.3,1.2,0,1761.2,1641.1,120.1
Bihar,Patna,2008,43.4,7.9,0,38.4,74.8,425.5,535,394.7,145.5,1.8,0,0,1667,1577.3,89.7
Bihar,Patna,2009,0,0.8,0,0,73,81.9,155.9,267.2,169.8,67,2.9,5.2,823.7,814.8,8.9
Bihar,Patna,2010,0.9,7,0,0,81.3,63.4,208.9,212,105.9,91.9,0.5,0,771.8,763.4,8.4
Bihar,Purnea,2004,19.9,0.9,0,150.8,185.6,385.8,618.5,204.9,267.9,121.4,0,0,1955.7,1784.1,171.6
Bihar,Purnea,2005,19.9,2.1,23.8,4.9,36.7,390,481.9,619.1,186.8,127,0,0,1892.2,1841.5,50.7
Bihar,Purnea,2006,0,0,3.1,14.2,0,293.3,490.8,194.4,346.6,94.7,0,2.9,1440,1419.8,20.2
Bihar,Purnea,2007,0,8.8,0.8,2,48.1,387,519.1,576.5,343.8,9.2,0,0,1895.3,1883.7,11.6
Bihar,Purnea,2008,20.9,4,9.2,12.7,110.2,309.2,617.9,622.4,258.6,77.1,0,0,2042.2,1995.4,46.8
Bihar,Purnea,2009,0,3.3,7.4,3.3,269.9,214.3,416.2,560.7,72.7,222.6,11.2,0.2,1781.8,1756.4,25.4
Bihar,Purnea,2010,0,0,0,30.6,241.3,431.7,690.2,353.3,302,42.3,0.6,0,2092,2060.8,31.2
Bihar,Rohtas,2004,26.8,0,N.A.,14.7,7.2,134.4,157.8,164.4,103.6,22.8,0,0,N.A.,590.2,41.5
Bihar,Rohtas,2005,10.1,16.6,16.2,0,1.2,23.8,233.2,242.1,133.7,34.5,0,0,711.4,668.5,42.9
Bihar,Rohtas,2006,0,0,11.8,23.5,95.2,138.7,400.6,244,135.7,2.3,0,0,1051.8,1016.5,35.3
Bihar,Rohtas,2007,0,3.4,19.2,0,1,101.8,337.7,263.1,210.4,61.3,0,1.4,999.3,975.3,24
Bihar,Rohtas,2008,50.7,11,0,36.8,69.3,255.5,294.5,260.4,84.7,0,0,0,1062.9,964.4,98.5
Bihar,Rohtas,2009,0,0,0,0,106.4,36.9,224.1,364,236,91.6,11.8,0,1070.8,1059,11.8
Bihar,Rohtas,2010,0,7.6,0,0,35.8,52.5,197.3,233.5,171.1,31.7,1.1,0,730.6,721.9,8.7
Bihar,Saharsa,2004,N.A.,N.A.,0,N.A.,N.A.,315.9,881.7,156.8,164.1,61.4,N.A.,N.A.,N.A.,1579.9,0
Bihar,Saharsa,2005,N.A.,N.A.,N.A.,N.A.,N.A.,95.9,322.5,284,137.8,3,N.A.,N.A.,N.A.,843.2,0
Bihar,Saharsa,2006,N.A.,N.A.,N.A.,N.A.,N.A.,184,337.4,92.6,354.9,4.5,N.A.,N.A.,N.A.,973.4,0
Bihar,Saharsa,2007,N.A.,N.A.,N.A.,N.A.,N.A.,105.7,438.3,400,399,3.1,N.A.,N.A.,N.A.,1346.1,0
Bihar,Saharsa,2008,N.A.,N.A.,N.A.,N.A.,N.A.,103.1,399.6,310,216.2,32.6,N.A.,N.A.,N.A.,1061.5,0
Bihar,Saharsa,2009,N.A.,N.A.,N.A.,N.A.,N.A.,66.1,333.5,386.4,60.2,85.2,N.A.,1.1,N.A.,931.4,1.1
Bihar,Saharsa,2010,0,N.A.,N.A.,N.A.,N.A.,143,495.9,212.9,197.3,72.1,N.A.,N.A.,N.A.,1121.2,0
Bihar,Samastipur,2004,55,N.A.,0,0,0,186.8,341.8,85.8,34.2,2.4,0,0,N.A.,651,55
Bihar,Samastipur,2005,N.A.,N.A.,38.6,0,41,21.6,361.4,140.6,110.3,5.4,0,N.A.,N.A.,680.3,38.6
Bihar,Samastipur,2006,N.A.,N.A.,N.A.,N.A.,N.A.,90,313,113.1,340.6,7.8,N.A.,N.A.,N.A.,864.5,0
Bihar,Samastipur,2007,N.A.,0,N.A.,N.A.,N.A.,177.5,559.3,405,427.6,38.1,0,N.A.,N.A.,1607.5,0
Bihar,Samastipur,2008,25,0,N.A.,N.A.,N.A.,173.8,487.9,182.2,145.2,74.6,N.A.,N.A.,N.A.,1063.7,25
Bihar,Samastipur,2009,N.A.,N.A.,N.A.,N.A.,N.A.,24.7,191,271.2,76.6,93.1,N.A.,N.A.,N.A.,656.6,0
Bihar,Samastipur,2010,0,0,0,0,51.1,44.5,176.1,162,76.8,48.2,N.A.,N.A.,N.A.,558.7,0
Bihar,Saran,2004,5.2,0,0,4,46.8,79.9,260.1,99,25.9,1.2,0,0,522.1,512.9,9.2
Bihar,Saran,2005,0,0,0,0,23.2,66.9,100.4,N.A.,N.A.,12.3,0,0,N.A.,202.8,0
Bihar,Saran,2006,0,0,N.A.,28,0,N.A.,194.2,N.A.,307.8,0,0,N.A.,N.A.,502,28
Bihar,Saran,2007,N.A.,0,0,0,0,59.8,705,263.2,70.2,13.4,0,0,N.A.,1111.6,0
Bihar,Saran,2008,N.A.,N.A.,N.A.,10.6,3,447,275.2,27,N.A.,N.A.,N.A.,N.A.,N.A.,752.2,10.6
Bihar,Saran,2009,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,96.5,193,121.9,43,0,7,N.A.,454.4,7
Bihar,Saran,2010,1.9,0,0,0,65.4,84.9,278.7,157.9,144.1,67.2,0,0,800.1,798.2,1.9
Bihar,Sitamarhi,2004,10,0,0,21.2,48.2,400.4,1045.8,141.9,68.8,25.8,N.A.,0,N.A.,1730.9,31.2
Bihar,Sitamarhi,2005,N.A.,12,N.A.,N.A.,N.A.,24.8,257.3,707.5,46.4,1,0,N.A.,N.A.,1037,12
Bihar,Sitamarhi,2006,N.A.,N.A.,N.A.,N.A.,N.A.,108.5,144.8,210.4,425.8,4.6,N.A.,N.A.,N.A.,894.1,0
Bihar,Sitamarhi,2007,0,0,N.A.,N.A.,N.A.,123.8,802.4,501.5,506.9,36.4,N.A.,N.A.,N.A.,1971,0
Bihar,Sitamarhi,2008,N.A.,N.A.,N.A.,N.A.,N.A.,315,421.9,496.2,167.8,73.8,N.A.,N.A.,N.A.,1474.7,0
Bihar,Sitamarhi,2009,N.A.,N.A.,N.A.,N.A.,N.A.,19.2,325.4,261.3,56.8,6.6,N.A.,N.A.,N.A.,669.3,0
Bihar,Sitamarhi,2010,N.A.,N.A.,N.A.,N.A.,N.A.,59,177.7,183.8,69.8,53,N.A.,N.A.,N.A.,543.3,0
Bihar,Siwan,2004,0,0,0,0,0,276,356.8,121.8,46.8,7.8,0,0,809.2,809.2,0
Bihar,Siwan,2005,N.A.,16.6,N.A.,0,N.A.,31.6,413.4,334,57.5,29.8,0,N.A.,N.A.,866.3,16.6
Bihar,Siwan,2006,0,N.A.,N.A.,N.A.,N.A.,84.4,166.6,177.2,196.2,2.8,N.A.,N.A.,N.A.,627.2,0
Bihar,Siwan,2007,N.A.,N.A.,N.A.,N.A.,N.A.,61.2,542,285,310.6,19.2,N.A.,N.A.,N.A.,1218,0
Bihar,Siwan,2008,N.A.,N.A.,N.A.,N.A.,N.A.,246,480.5,280.2,174.4,5.4,N.A.,N.A.,N.A.,1186.5,0
Bihar,Siwan,2009,N.A.,N.A.,N.A.,N.A.,N.A.,1.4,63.6,246.8,63.6,21.6,N.A.,N.A.,397,397,0
Bihar,Siwan,2010,N.A.,N.A.,N.A.,N.A.,N.A.,25.3,266.3,157.3,343,72.1,N.A.,N.A.,864,864,0
Bihar,Supaul,2004,17.2,0,0,8.4,24.8,455,797.1,71,50.4,20.3,N.A.,0,N.A.,1418.6,25.6
Bihar,Supaul,2005,N.A.,N.A.,N.A.,6.6,0.4,128.3,121.1,N.A.,N.A.,0,N.A.,0,N.A.,249.8,6.6
Bihar,Supaul,2006,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Supaul,2007,N.A.,N.A.,N.A.,N.A.,25.2,N.A.,46,N.A.,12.5,0,0,N.A.,N.A.,83.7,0
Bihar,Supaul,2008,1.2,0,2.4,10.8,0.8,N.A.,98.3,83.1,37.5,9,0,0.4,N.A.,228.7,14.8
Bihar,Supaul,2009,0,0,0,0,N.A.,N.A.,184.8,342.6,97,45,N.A.,N.A.,669.4,669.4,0
Bihar,Supaul,2010,0,N.A.,N.A.,11,250.2,100.1,262.6,107.4,141.6,20.7,0.2,0,893.8,882.6,11.2
Bihar,Vaishali,2004,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Vaishali,2005,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,0,0
Bihar,Vaishali,2006,N.A.,N.A.,N.A.,N.A.,N.A.,6.5,195.2,85.5,243.3,18.4,N.A.,0,N.A.,548.9,0
Bihar,Vaishali,2007,0,18.9,N.A.,4.2,N.A.,151,593.4,311.9,323.9,145,0,N.A.,N.A.,1525.2,23.1
Bihar,Vaishali,2008,12.6,2,N.A.,19.4,43.6,348.3,598,208.6,110.8,13.2,N.A.,N.A.,N.A.,1322.5,34
Bihar,Vaishali,2009,N.A.,0,0,0,N.A.,73.9,67.1,235.7,97.3,50.2,4.2,1.5,N.A.,524.2,5.7
Bihar,Vaishali,2010,0,0,0,0,N.A.,68,134.6,149.3,114.7,105.8,0,0,N.A.,572.4,0
Bihar,West Champaran,2004,N.A.,0,0,0,0,106.1,457.4,153.1,211.1,24.9,7.8,0,N.A.,952.6,7.8
Bihar,West Champaran,2005,N.A.,16.6,N.A.,N.A.,N.A.,92.8,306.1,481.9,99.5,117.1,50.4,4,N.A.,1097.4,71
Bihar,West Champaran,2006,N.A.,N.A.,N.A.,N.A.,0,259.7,437.5,432.5,225.8,26.7,N.A.,N.A.,N.A.,1382.2,0
Bihar,West Champaran,2007,N.A.,32.4,N.A.,N.A.,N.A.,88,793.6,492.7,847.8,0,N.A.,N.A.,N.A.,2222.1,32.4
Bihar,West Champaran,2008,N.A.,N.A.,N.A.,N.A.,N.A.,225.1,508.6,458.1,154.8,19.8,N.A.,N.A.,N.A.,1366.4,0
Bihar,West Champaran,2009,N.A.,N.A.,N.A.,N.A.,151.2,159,470.1,471.3,112.8,73,N.A.,N.A.,N.A.,1437.4,0
Bihar,West Champaran,2010,0.5,N.A.,N.A.,N.A.,N.A.,158.6,486,608.9,454.5,74.2,0,0,N.A.,1782.2,0.5
Chandigarh,Chandigarh,2004,103.9,3.4,0,11.3,58.6,89.2,96.1,718,20.3,140,0,2.4,1243.2,1122.2,121
Chandigarh,Chandigarh,2005,33.4,45.5,29.8,6.8,6.6,120.6,411.1,236.9,125.5,0,0,0,1016.2,900.7,115.5
Chandigarh,Chandigarh,2006,23.1,0.6,111.7,0,49.7,66.5,227.7,211.4,36.7,8.8,7.4,8.4,752,600.8,151.2
Chandigarh,Chandigarh,2007,0,164.7,137.3,6,9.8,180.2,139.6,271.9,53,2.2,0,7.6,972.3,656.7,315.6
Chandigarh,Chandigarh,2008,13.1,2.2,0,33.2,49.8,376.2,182.6,291,263.2,11.2,2,0,1224.5,1174,50.5
Chandigarh,Chandigarh,2009,7,19,19.6,11.6,31.2,37.8,202.2,192.9,326,11.2,14.7,0.7,873.9,801.3,72.6
Chandigarh,Chandigarh,2010,8.8,16,0,3.7,8.2,166.2,373.4,242.2,340.1,13.6,0.7,41.1,1214,1143.7,70.3
Chhattisgarh,Bastar,2004,55.5,11.5,1.7,33.9,52.2,331.7,389.7,322.4,322.5,120.3,2.8,0,1644.2,1538.8,105.4
Chhattisgarh,Bastar,2005,21.8,21.6,3.6,25.9,89.2,165.2,261.7,252.9,344.8,229.2,3.2,0,1419.1,1343,76.1
Chhattisgarh,Bastar,2006,0,0,43.7,132,90,127.3,491,422,309.3,1.6,92.9,0,1709.8,1441.2,268.6
