State,District,Year,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,Annual Total,Kharif,Rabi
Maharashtra, Amraoti,2008,0,0,8,9,2,75,173.4,128.9,170.8,28.8,5,0,600.9,578.9,22
Maharashtra, Amraoti,2009,0,0,0,0,6,70.5,301.7,110.6,87.5,37.9,77.8,6,698,614.2,83.8
Maharashtra, Amraoti,2010,19.9,3,15.8,0,0,125.9,365.3,371.9,123.6,60.6,15.4,0,1101.4,1047.3,54.1
Maharashtra, Aurangabad,2004,1.1,0,0,0,3.7,97,190.9,99.3,250.8,68.8,3.4,0,715,710.5,4.5
Maharashtra, Aurangabad,2005,0.2,0.1,0.9,0,1.4,43,254.2,106.3,224.7,68.7,0,0,699.5,698.3,1.2
Maharashtra, Aurangabad,2006,0,0,3.2,0,15.6,214.7,200.7,282.7,233,56.2,7.8,0,1013.9,1002.9,11
Maharashtra, Aurangabad,2007,0,0,0,1.8,0,134.1,162.8,123,156,0,9.1,0,586.8,575.9,10.9
Maharashtra, Aurangabad,2008,0,0,39,1.8,0,73.5,88,123.9,314.4,40,3,0.6,684.2,639.8,44.4
Maharashtra, Aurangabad,2009,0,0,0.1,0.5,14.1,34.3,181.3,129.8,164.5,53.4,162.3,3.3,743.6,577.4,166.2
Maharashtra, Aurangabad,2010,27,1.6,19.2,0,2.5,158.6,246.3,252.6,107.4,45.6,78,0,938.8,813,125.8
Maharashtra, Beed,2004,0,0,0,0,2.4,175.8,204.2,52.3,158.8,68.7,0,0,662.2,662.2,0
Maharashtra, Beed,2005,0,0,0,0,0,57.6,328.8,63.1,210.3,15.3,0,0,675.1,675.1,0
Maharashtra, Beed,2006,0,0,0,0,0,83.5,60.4,233,262.1,57.6,0,0,696.6,696.6,0
Maharashtra, Beed,2007,0,0,0,0,0,80.5,99,105.7,284.5,0,0,0,569.7,569.7,0
Maharashtra, Beed,2008,0,0,0,0,0,44.8,81.3,164.2,289.8,27,0,0,607.1,607.1,0
Maharashtra, Beed,2009,0,0,0,0,13.8,84.6,150.9,152.7,230.8,77.2,94.2,21.8,826,710,116
Maharashtra, Beed,2010,0,0,0,0,11.2,143,254.2,235,166,94.5,33,4.5,941.4,903.9,37.5
Maharashtra, Bhandara,2004,51.2,2.1,0,4.6,16.6,126.2,268,218.8,93.8,0.4,0,0,781.7,723.8,57.9
Maharashtra, Bhandara,2005,11.5,119.1,2.1,8.1,14.6,253.4,445.7,367.8,457.3,117.9,0,0,1797.5,1656.7,140.8
Maharashtra, Bhandara,2006,0,0,42.3,32.4,40.6,73.1,552.4,413.8,189.7,3,0,0,1347.3,1272.6,74.7
Maharashtra, Bhandara,2007,N.A.,N.A.,N.A.,N.A.,0,250.7,307.3,218.7,212.5,20.1,0,0,N.A.,1009.3,0
Maharashtra, Bhandara,2008,N.A.,N.A.,N.A.,N.A.,N.A.,179.1,308.3,295.1,98.3,0.7,N.A.,N.A.,N.A.,881.5,0
Maharashtra, Bhandara,2009,N.A.,0,N.A.,N.A.,N.A.,71.7,481.6,223,133.8,17.9,82.8,10.7,N.A.,928,93.5
Maharashtra, Bhandara,2010,9.1,22,13.8,N.A.,N.A.,164.8,562.2,316.3,317.3,65,45.3,1.8,N.A.,1425.6,92
Maharashtra, Buldana,2004,10.8,0,0,0,31.7,115.1,165.3,135.2,114.6,37.3,6.3,0,616.3,599.2,17.1
Maharashtra, Buldana,2005,11.7,10.8,1,10.6,0,37.7,191.4,130,141.6,39.2,0,0,574,539.9,34.1
Maharashtra, Buldana,2006,0,0,78.2,0,36.3,106.7,191.5,465.5,146.6,40.1,12.9,0,1077.8,986.7,91.1
Maharashtra, Buldana,2007,0,0,0,1,0.8,96.4,238.3,174,168,0,0,0,678.5,677.5,1
Maharashtra, Buldana,2008,0,0,8,0,0,78.7,157.4,117.4,235.5,37.2,0,0,634.2,626.2,8
Maharashtra, Buldana,2009,0,0,82,0,4,85,235.1,172.4,60.9,79.7,110.3,11.9,841.3,637.1,204.2
Maharashtra, Buldana,2010,10.7,2.5,13.3,0,0,170.9,372.3,285.8,99.5,44.5,23.8,0,1023.3,973,50.3
Maharashtra, Chandrapur,2004,42.8,4.3,0.1,5.1,26.3,127.5,238.9,244.4,114.8,14.8,17,0,836,766.7,69.3
Maharashtra, Chandrapur,2005,135,16.9,11,11.9,13.7,197.1,529.1,304.2,263.6,107.6,0,12.7,1602.8,1415.3,187.5
Maharashtra, Chandrapur,2006,0,0,65.3,49.7,38.5,147.6,455.5,336.5,143.3,27.6,6.3,0,1270.3,1149,121.3
Maharashtra, Chandrapur,2007,0,0,9.8,22.8,10.1,343.1,339.5,386.3,264.1,73.1,6.4,0,1455.2,1416.2,39
Maharashtra, Chandrapur,2008,2.6,12.7,53.5,2.9,3.2,141.5,318.2,398.6,133.9,7.3,0,0,1074.4,1002.7,71.7
Maharashtra, Chandrapur,2009,0,0,1.8,7.4,12.9,64.3,335.8,186,64.8,49.7,37.8,0.6,761.1,713.5,47.6
Maharashtra, Chandrapur,2010,8.7,14.1,12.7,4.5,0,158.5,504.8,485.1,357.4,62.4,42.5,5.4,1656.1,1568.2,87.9
Maharashtra, Dhulie,2004,0,0,0,0,24.3,140.3,196.2,222.5,138.2,72,0,0,793.5,793.5,0
Maharashtra, Dhulie,2005,0,0,0,0,0,152.5,133.7,48.1,216,8,0,0,558.3,558.3,0
Maharashtra, Dhulie,2006,0,0,0,0,0,124,274.8,269.1,231.9,38.3,4.4,0,942.5,938.1,4.4
Maharashtra, Dhulie,2007,0,0,0,0,0,117,179.5,127.3,174.3,0,0,0,598.1,598.1,0
Maharashtra, Dhulie,2008,0,0,0,0,0,19.5,153.3,80,211,8.3,0,0,472.1,472.1,0
Maharashtra, Dhulie,2009,0,0,0,0,0,60.8,187.3,113.3,155.3,49,87.5,19.8,673,565.7,107.3
Maharashtra, Dhulie,2010,0,0,1,0,8.3,80.8,201.3,167.3,59,41,81.2,0,639.9,557.7,82.2
Maharashtra, Gadchiroli,2004,72.2,12.3,0,24.2,2.5,177.5,282.8,429.7,82,19.3,3.2,0,1105.7,993.8,111.9
Maharashtra, Gadchiroli,2005,89.3,37.4,13.7,12,14.2,218.1,463.8,336.7,290.2,130.7,0,1.3,1607.4,1453.7,153.7
Maharashtra, Gadchiroli,2006,0,0,53.5,55.2,40,124.5,499.9,536.3,415.5,27.2,38.2,0,1790.3,1643.4,146.9
Maharashtra, Gadchiroli,2007,0,1.3,12,21.5,0,351.4,351.3,445.2,321.5,87.5,0,0,1591.7,1556.9,34.8
Maharashtra, Gadchiroli,2008,0,0,74.2,7.2,9.2,223.9,391.5,433.1,117.7,2.3,N.A.,N.A.,N.A.,1177.7,81.4
Maharashtra, Gadchiroli,2009,N.A.,0,N.A.,N.A.,N.A.,78.9,397.9,255.2,93.6,49.6,28.7,N.A.,N.A.,875.2,28.7
Maharashtra, Gadchiroli,2010,11.6,42.6,0,0,N.A.,140.5,571.1,562.4,457.4,59.8,10.3,13.8,N.A.,1791.2,78.3
Maharashtra, Gondia,2004,31.1,25.6,0,8,11.9,190.4,280.2,279,79.1,11.7,0,0,917,852.3,64.7
Maharashtra, Gondia,2005,121.3,18,17.1,4.7,18.6,161.5,432.7,368.3,520.8,46.9,0,0,1709.9,1548.8,161.1
Maharashtra, Gondia,2006,0,0,36.9,69.3,16.8,116.4,468.9,722.1,87.4,0,2.8,0,1520.6,1411.6,109
Maharashtra, Gondia,2007,0,0.8,25.4,0.4,3.2,220,423,305.8,228.2,16.7,1.2,0,1224.7,1196.9,27.8
Maharashtra, Gondia,2008,0,27.6,52.2,0,0,231.3,292.8,388.7,116.7,6.6,0,0,1115.9,1036.1,79.8
Maharashtra, Gondia,2009,0,0,3,12.8,0,48,503.4,230.2,109,18.4,111.4,12.8,1049,909,140
Maharashtra, Gondia,2010,16.4,15.9,19,0,0,159.8,586.1,314.1,356.2,36.6,4.6,0,1508.7,1452.8,55.9
Maharashtra, Jalgaon,2004,0.2,0,0,0,22.3,102.2,169.3,204.5,134.7,14.3,0,0,647.5,647.3,0.2
Maharashtra, Jalgaon,2005,5,0.3,4.5,1.3,1.2,58.8,147.9,122.8,196.5,2.7,0,0,541,529.9,11.1
Maharashtra, Jalgaon,2006,0,0,1.1,0,5,122.6,360.6,468.8,224.8,56.4,0,0,1239.3,1238.2,1.1
Maharashtra, Jalgaon,2007,0,0,0,0.3,1.7,44.6,247.6,141.1,158.7,0,1.4,0,595.4,593.7,1.7
Maharashtra, Jalgaon,2008,0,0,0,0,0,59.7,141.7,92.7,235,18.2,0,0,547.3,547.3,0
Maharashtra, Jalgaon,2009,0.9,0,0,0,2,62.5,224.9,115.9,125.8,62.7,110.7,11.9,717.3,593.8,123.5
Maharashtra, Jalgaon,2010,0.2,2.4,1.9,0,1.5,90.4,291.2,239.4,113.3,21.7,86.3,0,848.3,757.5,90.8
Maharashtra, Jalna,2004,1.9,0,0,0,6,116.5,226,76.6,183,16.1,11.6,0,637.7,624.2,13.5
Maharashtra, Jalna,2005,0,2,1.2,3.4,3.2,50.4,363.8,126.5,174.7,51.3,0,0,776.5,769.9,6.6
Maharashtra, Jalna,2006,0,0,0,0.8,1.4,127.8,126.1,324.5,199.2,64,0,0,843.8,843,0.8
Maharashtra, Jalna,2007,0,0,0,0,0,79.3,147.5,122,136.4,0,0,0,485.2,485.2,0
Maharashtra, Jalna,2008,0,0,N.A.,0,0,66.9,124.8,121.8,211.9,44,0,0,N.A.,569.4,0
Maharashtra, Jalna,2009,0,0,0,0,21.4,33.1,209.4,173.8,121.7,42.6,58.7,0.4,661.1,602,59.1
Maharashtra, Jalna,2010,7.2,0,0,0,0.4,97.2,288.1,304,117.4,50.5,33.7,0,898.5,857.6,40.9
Maharashtra, Kolhapur,2004,0,0,0,4.1,14,546.7,327.6,692.9,186.5,43.1,1.7,0,1816.6,1810.8,5.8
Maharashtra, Kolhapur,2005,0.3,0.1,0,17.7,9.7,467.5,953.6,736.5,514.9,109.4,0,0.1,2809.8,2791.6,18.2
Maharashtra, Kolhapur,2006,0,0,1.2,0.1,37.5,403.7,978.8,814.6,299.2,66.3,10,0,2611.4,2600.1,11.3
Maharashtra, Kolhapur,2007,0,0,0,0.6,3.8,680.2,598.2,653.2,271.9,42.7,10,0,2260.6,2250,10.6
Maharashtra, Kolhapur,2008,0,0,56.5,3.3,69.1,435.8,329.6,671.3,419.1,91.8,1.8,3.7,2082,2016.7,65.3
Maharashtra, Kolhapur,2009,0,0,2.6,0.8,1.8,93.9,1089.3,229.8,292.4,173,100.1,5.9,1989.6,1880.2,109.4
Maharashtra, Kolhapur,2010,0,0,0,16.2,5.4,358.1,763.8,336.3,310.3,126.6,71.8,0,1988.5,1900.5,88
Maharashtra, Latur,2004,11.2,0,0,10.5,0,74.8,361.4,93.1,153.8,65.4,16,0,786.2,748.5,37.7
Maharashtra, Latur,2005,20.5,0.4,3,22,2,71.9,350.1,142,293.4,186,0,0,1091.3,1045.4,45.9
Maharashtra, Latur,2006,0,0,15.3,7.8,8.2,127.6,149.3,293.3,247.2,44.3,0,0,893,869.9,23.1
Maharashtra, Latur,2007,0,0,0,3.8,7.5,244.9,105.6,174.8,252.8,0,13,0,802.4,785.6,16.8
Maharashtra, Latur,2008,0,0,69.7,2,0,55.8,107.2,156.8,310.3,7.4,1.1,0,710.3,637.5,72.8
Maharashtra, Latur,2009,0,0,0.5,2.5,15.8,57.8,112.9,178.7,101.1,53,20.2,6.9,549.4,519.3,30.1
Maharashtra, Latur,2010,4.5,20,0,1,1.4,68.4,315.4,428.7,201.6,78.8,28,1,1148.8,1094.3,54.5
Maharashtra, Mumbai,2004,0,0,0,0,49.5,281.9,812.3,862.6,172.7,45.6,2.5,0,2227.1,2224.6,2.5
Maharashtra, Mumbai,2005,0.5,0,0.1,0,0.2,561.8,1049.8,462.3,668.6,26.3,0,0,2769.6,2769,0.6
Maharashtra, Mumbai,2006,0,0,10.2,0,86.5,456.2,999.5,765.1,259.6,222.9,6.2,0,2806.2,2789.8,16.4
Maharashtra, Mumbai,2007,0,2.3,0,0,0.4,776.6,650.9,646.2,428.7,0,3.9,0,2509,2502.8,6.2
Maharashtra, Mumbai,2008,0,0,0.1,0,0.5,768,910.2,498.8,338,15.4,1.6,0.2,2532.8,2530.9,1.9
Maharashtra, Mumbai,2009,0,0,0,0,1.3,241,956.8,247.4,420.8,190.8,105.4,0,2163.5,2058.1,105.4
Maharashtra, Mumbai,2010,0,0,0,0.3,0,947.4,1112.7,860.7,272.9,122.4,55.7,0,3372.1,3316.1,56
Maharashtra, Nagpur,2004,49.4,1.5,0.6,19.3,20.6,135.7,256.3,205.5,88.1,7.7,6.8,0,791.5,713.9,77.6
Maharashtra, Nagpur,2005,98.3,13.3,19.8,11.2,12,190,421.1,178.8,294.9,89.1,0,0.8,1329.3,1185.9,143.4
Maharashtra, Nagpur,2006,0,0,91,25.8,39.2,108.5,344.3,296.1,145.6,7.9,18,0,1076.4,941.6,134.8
Maharashtra, Nagpur,2007,0,2.4,8,3.5,6.6,251.5,402.1,288.8,220.7,29.3,37.8,0,1250.7,1199,51.7
Maharashtra, Nagpur,2008,0,0,18.5,4.6,15.1,198.3,298.6,188.8,100.1,16.8,0,0,840.8,817.7,23.1
Maharashtra, Nagpur,2009,0,0,9.2,0,20.3,95.4,463.7,183.7,107,50.9,53.2,3.3,986.7,921,65.7
Maharashtra, Nagpur,2010,17,18.8,18.9,0,2,141.2,383.1,396.7,228,24.5,58.8,0.4,1289.4,1175.5,113.9
Maharashtra, Nanded,2004,2.5,0,0.6,1.1,20.3,74.3,208.4,95.7,202.8,46.8,19,0,671.5,648.3,23.2
Maharashtra, Nanded,2005,20.5,1,16.1,2,0,26.3,391.3,125.8,246,54,0,0,883,843.4,39.6
Maharashtra, Nanded,2006,0,0,0,0,9.5,79.3,149.3,287.1,168.1,52,0,0,745.3,745.3,0
Maharashtra, Nanded,2007,0,0,0,0,0,144.5,94.2,191.2,157,0,0,0,586.9,586.9,0
Maharashtra, Nanded,2008,0,0,N.A.,0,3,85.5,133.5,124.8,148.2,5.5,7.1,0,N.A.,500.5,7.1
Maharashtra, Nanded,2009,0,0,0,0,11.5,70.3,125.3,132.8,98,56.2,32.3,2.3,528.7,494.1,34.6
Maharashtra, Nanded,2010,10,21.5,14,1.3,0.3,91.4,312.3,232.4,200.3,77.8,40.7,0,1002,914.5,87.5
Maharashtra, Nandurbar,2004,0,0,0,0,4.7,124.2,253,571,98.1,42.6,0,0,1093.6,1093.6,0
Maharashtra, Nandurbar,2005,0,0,0,0.5,0,357,393.1,211.9,243.5,0.5,0,0,1206.5,1206,0.5
Maharashtra, Nandurbar,2006,0,0,0,0,0,164.3,591.2,604.9,191.6,34.3,4.5,0,1590.8,1586.3,4.5
Maharashtra, Nandurbar,2007,0,0,0,0,0,169.3,598,206.7,118.2,0,29.8,0,1122,1092.2,29.8
Maharashtra, Nandurbar,2008,0,0,0,0,0,78.9,263.3,345.2,321.3,29.8,0,0,1038.5,1038.5,0
Maharashtra, Nandurbar,2009,0,0,0,0,0,27.3,310,152.8,112.5,65,45.3,6.7,719.6,667.6,52
Maharashtra, Nandurbar,2010,0,0,0,0,0,94.3,243.5,225.2,116.7,63.7,78,0,821.4,743.4,78
Maharashtra, Nasik,2004,0,0,0,0,24.1,173.5,240.6,584.1,214.4,85.6,2,0,1324.3,1322.3,2
Maharashtra, Nasik,2005,0.5,0,0,2.2,3.3,388.3,395.4,260.8,394.4,45.8,0,0,1490.7,1488,2.7
Maharashtra, Nasik,2006,0,0,0.9,0.1,2.1,155.3,516.7,615.4,217.1,55.6,10.7,0,1573.9,1562.2,11.7
Maharashtra, Nasik,2007,0,0,0,2.8,0.1,270.3,349.5,330.7,237.3,0,5,0,1195.7,1187.9,7.8
Maharashtra, Nasik,2008,0,0,0,1,0,53.2,246.2,353.7,475.5,53.8,0.2,0.5,1184.1,1182.4,1.7
Maharashtra, Nasik,2009,0,0,1.3,0.2,14.6,45.5,371.4,123.1,113.6,73.2,174.7,2.7,920.3,741.4,178.9
Maharashtra, Nasik,2010,0,0.5,0.8,0,5.9,191,239.7,307.1,154.9,69.6,105.8,0,1075.3,968.2,107.1
Maharashtra, Osmanabad,2004,1.1,0.6,0,10.7,54.9,150.5,179.2,44.7,153.2,81.3,0,0,676.2,663.8,12.4
Maharashtra, Osmanabad,2005,0,0,5.6,6.8,3.6,61.9,347.3,172.4,231.7,31.5,0,0,860.8,848.4,12.4
Maharashtra, Osmanabad,2006,0,0,1,0.3,23.8,117.8,61.7,164.4,212.3,40,15.6,0,636.9,620,16.9
Maharashtra, Osmanabad,2007,0,0,0,0.2,0.7,197,67.1,129,227,0,0,0,621,620.8,0.2
Maharashtra, Osmanabad,2008,0,0,46.9,22.8,0,51.2,88.5,187.8,355.6,5.8,10.3,2.3,771.2,688.9,82.3
Maharashtra, Osmanabad,2009,0,0,0.4,2.4,26.5,49.9,105.1,230.1,206,93.2,43.4,7.3,764.3,710.8,53.5
Maharashtra, Osmanabad,2010,20.8,3,0,1.1,5.7,151.7,351.5,284.6,163.4,59.9,27.1,1.3,1070.1,1016.8,53.3
Maharashtra, Parbhani,2004,3.5,0,0,0.7,18.3,93.6,173.4,87.3,175.9,28.2,9.8,0,590.7,576.7,14
Maharashtra, Parbhani,2005,8.9,0.4,6,0.6,0.3,66.9,807.7,107.7,131.6,128.8,0,0,1258.9,1243,15.9
Maharashtra, Parbhani,2006,0,0,11.4,0.1,8.8,104.7,101.6,497.1,148.7,65.5,0.8,0,938.7,926.4,12.3
Maharashtra, Parbhani,2007,0,0,0.2,1.2,0,157.8,222.7,192.4,223.2,0,20.3,0,817.8,796.1,21.7
Maharashtra, Parbhani,2008,3.5,0,7.1,12.1,0.5,110.4,152.6,128.9,239,19.7,35.3,0,709.1,651.1,58
Maharashtra, Parbhani,2009,0,0,0.3,1.4,23.4,78.2,166.2,213.9,129.3,62.2,45.4,4,724.3,673.2,51.1
Maharashtra, Parbhani,2010,10.2,1.7,23.6,1.5,0.1,93.3,435.7,367.9,169.2,39.9,28.6,0.2,1171.9,1106.1,65.8
Maharashtra, Pune,2004,0,0,0,0,15.5,181.2,87.1,316,182.5,17.5,1.3,0,801.1,799.8,1.3
Maharashtra, Pune,2005,0.9,0,0.1,1.8,2.8,228.7,383.4,237.8,272.7,105.5,0,0,1233.7,1230.9,2.8
Maharashtra, Pune,2006,0,0,1.3,0,8.2,191.8,332.8,390,197.7,57.1,4.2,0,1183.1,1177.6,5.5
Maharashtra, Pune,2007,0,0,0,6,0.6,267.8,261.2,225,134.6,2.8,12.5,0,910.5,892,18.5
Maharashtra, Pune,2008,0,0,13.7,0.8,0.8,148.4,99.5,216.1,259.4,60.1,4.4,6.8,810,784.3,25.7
Maharashtra, Pune,2009,0,0,0.4,0,2.3,60.4,317.7,141.8,153.5,119.2,150.3,0.9,946.5,794.9,151.6
Maharashtra, Pune,2010,0.1,0,16.1,0.4,4.6,210,212,172.7,157,97.5,90.9,0,961.3,853.8,107.5
Maharashtra, Raigad,2004,0,0,0,0,4,521,1019.6,1335.3,320.5,26,2,0,3228.4,3226.4,2
Maharashtra, Raigad,2005,0,0,0.2,0,0,662.3,1541.8,947,775.7,48.7,0,0,3975.7,3975.5,0.2
Maharashtra, Raigad,2006,0,0,1.1,0,73.2,568.3,1427,1184.2,365.1,210.6,2.4,0,3831.9,3828.4,3.5
Maharashtra, Raigad,2007,0,0,0,5.1,0.1,1086.6,1024.3,1062.8,558.6,8.6,11,0,3757.1,3741,16.1
Maharashtra, Raigad,2008,0,0,0,0,0,815.4,912.9,965.5,542.2,86.2,0.4,0.6,3323.2,3322.2,1
Maharashtra, Raigad,2009,0,0,0,0,0.1,205.4,1185.3,287.5,349.3,228.9,203.3,0,2459.8,2256.5,203.3
Maharashtra, Raigad,2010,0,0,0,0.5,0,508.3,1372.6,946,520.2,131,95.9,0,3574.5,3478.1,96.4
Maharashtra, Ratnagiri,2004,0,0,0,0,27.9,848.7,1001.7,908.2,273.3,41.5,1.8,0,3103.1,3101.3,1.8
Maharashtra, Ratnagiri,2005,0.2,0,0,0,0,716.5,1352.6,873.8,597.9,93.6,0,0,3634.6,3634.4,0.2
Maharashtra, Ratnagiri,2006,0,0,0.8,0,310.9,790.5,1122.4,836.7,469.7,163.8,3.9,0,3698.7,3694,4.7
Maharashtra, Ratnagiri,2007,0,0,0,0.6,2.5,1254.1,880.1,1126.1,767.7,27.8,17.3,0,4076.2,4058.3,17.9
Maharashtra, Ratnagiri,2008,0,0,5.2,0,40.5,871.7,660.3,826.4,520.9,55.2,0.1,10.9,2991.2,2975,16.2
Maharashtra, Ratnagiri,2009,0,0,0.6,0,0.3,316.5,1350.7,402.6,512.5,291.2,101.4,0,2975.8,2873.8,102
Maharashtra, Ratnagiri,2010,0,0,0,0.6,0,845.3,1688.5,714.6,626,232.6,94.1,0,4201.7,4107,94.7
Maharashtra, Sangli,2004,0,0,0,1.8,21.8,232.9,49.3,139.9,150.2,24.8,0.2,0,620.9,618.9,2
Maharashtra, Sangli,2005,0,0.4,0,25.4,3.4,158.5,314.4,247.7,246,69.8,0,0,1065.6,1039.8,25.8
Maharashtra, Sangli,2006,0,0,2.6,0.6,27.5,205.7,200.9,197.7,164,59.9,16.3,0,875.2,855.7,19.5
Maharashtra, Sangli,2007,0,0,0,5.8,12.1,312.4,127.9,160.1,135.6,9.1,12.2,0,775.2,757.2,18
Maharashtra, Sangli,2008,0,0,59.8,30.5,25.6,79.9,36,170.7,207.2,110.6,5.5,0.2,726,630,96
Maharashtra, Sangli,2009,0,0,0,0,37.2,58.3,178.6,101.9,198.5,117.9,103.2,1.3,796.9,692.4,104.5
Maharashtra, Sangli,2010,0.1,0,0,17,2.5,186.1,179.7,145.5,151.8,79.7,56.2,2.4,821,745.3,75.7
Maharashtra, Satara,2004,0,0,0.1,1.4,8.1,301.2,98.5,340.8,172.7,24.5,5.8,0,953.1,945.8,7.3
Maharashtra, Satara,2005,0.5,0.1,0,4.6,1,279.8,501.3,402.1,259.6,81.3,0,0,1530.3,1525.1,5.2
Maharashtra, Satara,2006,0,0,2.9,0,32.4,253.1,477.9,381.1,153.5,48.3,12.9,0,1362.1,1346.3,15.8
Maharashtra, Satara,2007,0,0,0,7.8,1.7,386.6,303.7,261,175.8,1.3,4.6,0,1142.5,1130.1,12.4
Maharashtra, Satara,2008,0,0,31.4,2.4,17.6,160.6,99.3,265.1,216,62.2,4.9,2.6,862.1,820.8,41.3
Maharashtra, Satara,2009,0,0,3.2,0.6,15.6,81.1,540.1,221.3,201.8,122.3,171.7,0.9,1358.6,1182.2,176.4
Maharashtra, Satara,2010,0,0,2.6,14.3,8.4,306.2,378.3,232.1,246.9,114.6,68.7,3,1375.1,1286.5,88.6
Maharashtra, Sholapur,2004,0,0.8,0,1.5,38.8,110.2,123.8,28.7,214.1,47.9,0.1,0,565.9,563.5,2.4
Maharashtra, Sholapur,2005,0,0,0.9,3.6,4.7,41.6,155.9,110.5,151.7,166.9,0,0,635.8,631.3,4.5
Maharashtra, Sholapur,2006,0,0,0.7,1.2,21.5,140.8,32,61.8,231.4,44.5,8.7,0,542.6,532,10.6
Maharashtra, Sholapur,2007,0,0,0,0.1,0.2,227,49.8,143,223.4,0,9.5,0,653,643.4,9.6
Maharashtra, Sholapur,2008,0,0,49.7,7.7,4.8,27.7,63.4,156.2,279.1,58,25.4,0.5,672.5,589.2,83.3
Maharashtra, Sholapur,2009,0,0,1,0.8,32.8,75.3,54,167,230.4,109.8,54.1,3.2,728.4,669.3,59.1
Maharashtra, Sholapur,2010,21.4,1.4,0,5.1,3.6,146.1,182.3,258.2,138.2,86.2,36.6,2.8,881.9,814.6,67.3
Maharashtra, Sindhudurg,2004,0,0,0,0,38.4,902.4,811,598.7,209.6,49.5,0,0,2609.6,2609.6,0
Maharashtra, Sindhudurg,2005,0,0,0,0.5,0,713.7,1128.7,561.2,518.7,54,0,0,2976.8,2976.3,0.5
Maharashtra, Sindhudurg,2006,0,0,0,0,313.5,544.4,651.3,559,484.4,272.5,0,0,2825.1,2825.1,0
Maharashtra, Sindhudurg,2007,0,0,0,1.8,55.5,858.5,651,846.6,553.6,88.3,46.9,0,3102.2,3053.5,48.7
Maharashtra, Sindhudurg,2008,0,0,47.3,0,0,808.3,619.8,898.5,645.1,32.6,0,7.3,3058.9,3004.3,54.6
Maharashtra, Sindhudurg,2009,0,0,0,0,21.3,669.6,1547.4,338,382.7,585.9,104.4,0,3649.3,3544.9,104.4
Maharashtra, Sindhudurg,2010,0,0,0,11.7,17,1061.9,1794,867.2,559.5,292.5,151.4,0.5,4755.7,4592.1,163.6
Maharashtra, Thane,2004,0,0,0,0,8,425.7,814,1452.6,194.7,34.8,0,0,2929.8,2929.8,0
Maharashtra, Thane,2005,0,0,0,0,0,706.5,1237,726.3,876.2,17.1,0,0,3563.1,3563.1,0
Maharashtra, Thane,2006,0,0,0.3,0,32.8,489.7,1153.7,1073.1,284,105.7,0,0,3139.3,3139,0.3
Maharashtra, Thane,2007,0,0,0,0,0,512.5,723.7,957.4,401,0,0.1,0,2594.7,2594.6,0.1
Maharashtra, Thane,2008,0,0,0,0,0,528,925.1,846.5,443.9,37.7,0.1,0.1,2781.4,2781.2,0.2
Maharashtra, Thane,2009,0,0,0,0,0,131.1,1290.5,176.2,203.2,189.2,62.9,0,2053.1,1990.2,62.9
Maharashtra, Thane,2010,0,0,1.4,0,0,380.4,1007.2,851.1,426.1,94.3,80.2,0,2840.7,2759.1,81.6
Maharashtra, Wardha,2004,66,0,0,0,20,178,235.7,236.2,90.5,15.6,16.7,0,858.7,776,82.7
Maharashtra, Wardha,2005,88.7,8.7,26,11.9,1.6,182.1,323.5,214.5,228.4,85,0,3.9,1174.3,1035.1,139.2
Maharashtra, Wardha,2006,0,0,80.6,27.2,52.4,108.3,357.8,302.1,115.3,36,17.3,0,1097,971.9,125.1
Maharashtra, Wardha,2007,0,2.2,7.8,6.6,6.6,336,413.3,272.6,257.9,0.7,11,0,1314.7,1287.1,27.6
Maharashtra, Wardha,2008,0,0,28.5,2.5,2.8,80,322.9,194.6,167.1,20.2,0,0,818.6,787.6,31
Maharashtra, Wardha,2009,0,0,0,3.8,19,78.1,290.8,162.8,87.1,23.7,70.5,3.6,739.4,661.5,77.9
Maharashtra, Wardha,2010,11.2,7.3,19.8,0,0,157.5,427.8,351.1,227.6,49.3,62.3,4.2,1318.1,1213.3,104.8
Maharashtra, Washim,2004,34.1,0,1.8,0,30,100.2,193.2,97.4,85.6,44,37.5,0,623.8,550.4,73.4
Maharashtra, Washim,2005,46.8,2.5,15.7,18.9,0,75.8,417.6,184.8,183.3,107.4,0,0,1052.8,968.9,83.9
Maharashtra, Washim,2006,0,0,104.2,0,38.8,107.1,205.8,480.2,185.1,37.1,41.3,0,1199.6,1054.1,145.5
Maharashtra, Washim,2007,0,N.A.,0,7,0,102.9,267.4,212.2,168.6,1,15.1,0,N.A.,752.1,22.1
Maharashtra, Washim,2008,0,0,9.5,0,0,136.4,161,110.3,209.7,38.1,0,5.2,670.2,655.5,14.7
Maharashtra, Washim,2009,0,0,5,0,11.6,75.1,171.9,123.6,107.2,31.7,80.2,7.8,614.1,521.1,93
Maharashtra, Washim,2010,19.1,6,31.1,0,5,197,486.4,256.6,99.8,42.2,53.7,1,1197.9,1087,110.9
Maharashtra, Yeotmal,2004,36.7,0,0,0,69,139.6,233.1,173.9,73,29.2,35.7,0,790.2,717.8,72.4
Maharashtra, Yeotmal,2005,81.8,14,18.8,11,13.8,164.8,488.1,257.2,164.8,79.9,0,1.3,1295.5,1168.6,126.9
