State,District,Year,Season,Crop,Rainfall,Area,Yield
Maharashtra,NAGPUR,1999,Rabi     ,Rice,31.918,400,700
Maharashtra,NAGPUR,2000,Kharif     ,Rice,849.995,37500,37100
Maharashtra,NAGPUR,2000,Rabi     ,Rice,20.97,200,300
Maharashtra,NAGPUR,2001,Kharif     ,Rice,983.152,42500,54700
Maharashtra,NAGPUR,2001,Rabi     ,Rice,56.446,200,400
Maharashtra,NAGPUR,2002,Kharif     ,Rice,933.089,42600,40200
Maharashtra,NAGPUR,2002,Rabi     ,Rice,34.268,900,1900
Maharashtra,NAGPUR,2004,Kharif     ,Rice,713.9,43100,41200
Maharashtra,NAGPUR,2004,Rabi     ,Rice,77.6,200,400
Maharashtra,NAGPUR,2005,Kharif     ,Rice,1185.9,45000,61700
Maharashtra,NAGPUR,2005,Rabi     ,Rice,143.4,800,1200
Maharashtra,NAGPUR,2006,Kharif     ,Rice,941.6,46000,69100
Maharashtra,NAGPUR,2006,Rabi     ,Rice,134.8,800,1500
Maharashtra,NAGPUR,2007,Kharif     ,Rice,1199,496,754
Maharashtra,NAGPUR,2008,Kharif     ,Rice,817.7,57500,54600
Maharashtra,NAGPUR,2009,Kharif     ,Rice,921,70900,80300
Maharashtra,NAGPUR,2010,Kharif     ,Rice,1175.5,71400,70100
Maharashtra,NANDED,1997,Kharif     ,Rice,635.01,25700,15100
Maharashtra,NANDED,1998,Kharif     ,Rice,1068.905,25300,15800
Maharashtra,NANDED,1999,Kharif     ,Rice,938.342,26100,15600
Maharashtra,NANDED,2000,Kharif     ,Rice,845.087,26700,20100
Maharashtra,NANDED,2001,Kharif     ,Rice,619.743,23900,24400
Maharashtra,NANDED,2002,Kharif     ,Rice,745.344,24100,15300
Maharashtra,NANDED,2004,Kharif     ,Rice,648.3,16400,8200
Maharashtra,NANDED,2005,Kharif     ,Rice,843.4,15600,6700
Maharashtra,NANDED,2006,Kharif     ,Rice,745.3,15600,9400
Maharashtra,NANDED,2007,Kharif     ,Rice,586.9,14500,105
Maharashtra,NANDED,2008,Kharif     ,Rice,500.5,8000,4200
Maharashtra,NANDED,2009,Kharif     ,Rice,494.1,5600,1500
Maharashtra,NANDED,2010,Kharif     ,Rice,914.5,5200,2700
Maharashtra,NANDURBAR,1999,Kharif     ,Rice,1335.214,179400,229400
Maharashtra,NANDURBAR,1999,Rabi     ,Rice,1.629,10800,17400
Maharashtra,NANDURBAR,2000,Kharif     ,Rice,1150.338,21000,4900
Maharashtra,NANDURBAR,2001,Kharif     ,Rice,1160.811,20000,12300
Maharashtra,NANDURBAR,2002,Kharif     ,Rice,995.807,19800,14500
Maharashtra,NANDURBAR,2004,Kharif     ,Rice,1093.6,21200,9700
Maharashtra,NANDURBAR,2005,Kharif     ,Rice,1206,19700,30900
Maharashtra,NANDURBAR,2006,Kharif     ,Rice,1586.3,20000,16900
Maharashtra,NANDURBAR,2007,Kharif     ,Rice,1092.2,210,312
Maharashtra,NANDURBAR,2008,Kharif     ,Rice,1038.5,20400,21900
Maharashtra,NANDURBAR,2009,Kharif     ,Rice,667.6,18700,12900
Maharashtra,NANDURBAR,2010,Kharif     ,Rice,743.4,23400,24700
Maharashtra,NASHIK,1997,Kharif     ,Rice,1481.294,44600,59600
Maharashtra,NASHIK,1998,Kharif     ,Rice,1412.234,45600,57200
Maharashtra,NASHIK,1999,Kharif     ,Rice,1128.738,47800,57200
Maharashtra,NASHIK,2000,Kharif     ,Rice,945.219,45600,39800
Maharashtra,NASHIK,2001,Kharif     ,Rice,966.687,46600,56300
Maharashtra,NASHIK,2002,Kharif     ,Rice,829.112,49100,43900
Maharashtra,OSMANABAD,1997,Kharif     ,Rice,570.895,13900,3900
Maharashtra,OSMANABAD,1998,Kharif     ,Rice,787.644,14800,3600
Maharashtra,OSMANABAD,1999,Kharif     ,Rice,649.542,15200,8500
Maharashtra,OSMANABAD,2000,Kharif     ,Rice,619.93,17200,8400
Maharashtra,OSMANABAD,2001,Kharif     ,Rice,576.865,15800,2400
Maharashtra,OSMANABAD,2002,Kharif     ,Rice,473.839,16700,5200
Maharashtra,OSMANABAD,2004,Kharif     ,Rice,663.8,18500,6700
Maharashtra,OSMANABAD,2005,Kharif     ,Rice,848.4,17000,6400
Maharashtra,OSMANABAD,2006,Kharif     ,Rice,620,17500,6700
Maharashtra,OSMANABAD,2007,Kharif     ,Rice,620.8,166,69
Maharashtra,OSMANABAD,2008,Kharif     ,Rice,688.9,5000,1800
Maharashtra,OSMANABAD,2009,Kharif     ,Rice,710.8,6100,3700
Maharashtra,OSMANABAD,2010,Kharif     ,Rice,1016.8,11200,3400
Maharashtra,PARBHANI,1997,Kharif     ,Rice,585.072,22300,10300
Maharashtra,PARBHANI,1998,Kharif     ,Rice,934.281,22900,10300
Maharashtra,PARBHANI,1999,Kharif     ,Rice,873.395,9100,4200
Maharashtra,PARBHANI,2000,Kharif     ,Rice,624.466,9600,3300
Maharashtra,PARBHANI,2001,Kharif     ,Rice,498.425,9600,5300
Maharashtra,PARBHANI,2002,Kharif     ,Rice,638.083,9400,4700
Maharashtra,PARBHANI,2004,Kharif     ,Rice,576.7,9900,3100
Maharashtra,PARBHANI,2005,Kharif     ,Rice,1243,7000,2700
Maharashtra,PARBHANI,2006,Kharif     ,Rice,926.4,7800,3200
Maharashtra,PARBHANI,2007,Kharif     ,Rice,796.1,7200,28
Maharashtra,PARBHANI,2008,Kharif     ,Rice,651.1,5800,1900
Maharashtra,PARBHANI,2009,Kharif     ,Rice,673.2,3100,1100
Maharashtra,PARBHANI,2010,Kharif     ,Rice,1106.1,4000,1800
Maharashtra,PUNE,1997,Kharif     ,Rice,1734.514,59400,66000
Maharashtra,PUNE,1998,Kharif     ,Rice,1547.114,60800,73700
Maharashtra,PUNE,1999,Kharif     ,Rice,1233.314,61700,89200
Maharashtra,PUNE,2000,Kharif     ,Rice,1069.238,64000,75200
Maharashtra,PUNE,2001,Kharif     ,Rice,1018.336,59100,86400
Maharashtra,PUNE,2002,Kharif     ,Rice,969.471,57700,40000
Maharashtra,PUNE,2004,Kharif     ,Rice,799.8,67600,85100
Maharashtra,PUNE,2005,Kharif     ,Rice,1230.9,64500,73800
Maharashtra,PUNE,2006,Kharif     ,Rice,1177.6,63900,68900
Maharashtra,PUNE,2007,Kharif     ,Rice,892,628,782
Maharashtra,PUNE,2008,Kharif     ,Rice,784.3,61200,75500
Maharashtra,PUNE,2009,Kharif     ,Rice,794.9,62600,51200
Maharashtra,PUNE,2010,Kharif     ,Rice,853.8,60900,71900
Maharashtra,RAIGAD,2004,Kharif     ,Rice,3226.4,124500,275900
Maharashtra,RAIGAD,2004,Rabi     ,Rice,2,8500,21300
Maharashtra,RAIGAD,2005,Kharif     ,Rice,3975.5,121000,272900
Maharashtra,RAIGAD,2005,Rabi     ,Rice,0.2,8500,22100
Maharashtra,RAIGAD,2006,Kharif     ,Rice,3828.4,123600,291100
Maharashtra,RAIGAD,2006,Rabi     ,Rice,3.5,8600,23400
Maharashtra,RAIGAD,2007,Kharif     ,Rice,3741,1246,3127
Maharashtra,RAIGAD,2008,Kharif     ,Rice,3322.2,123800,335900
Maharashtra,RAIGAD,2009,Kharif     ,Rice,2256.5,124000,311500
Maharashtra,RAIGAD,2010,Kharif     ,Rice,3478.1,124600,294600
Maharashtra,RATNAGIRI,2004,Kharif     ,Rice,3101.3,79100,186500
Maharashtra,RATNAGIRI,2004,Rabi     ,Rice,1.8,200,700
Maharashtra,RATNAGIRI,2005,Kharif     ,Rice,3634.4,77000,194600
Maharashtra,RATNAGIRI,2005,Rabi     ,Rice,0.2,200,600
Maharashtra,RATNAGIRI,2006,Kharif     ,Rice,3694,77900,210900
Maharashtra,RATNAGIRI,2006,Rabi     ,Rice,4.7,100,300
Maharashtra,RATNAGIRI,2007,Kharif     ,Rice,4058.3,767,1965
Maharashtra,RATNAGIRI,2008,Kharif     ,Rice,2975,77400,201000
Maharashtra,RATNAGIRI,2009,Kharif     ,Rice,2873.8,77300,202700
Maharashtra,RATNAGIRI,2010,Kharif     ,Rice,4107,78000,223100
Maharashtra,SANGLI,1997,Kharif     ,Rice,1427.972,15700,32400
Maharashtra,SANGLI,1998,Kharif     ,Rice,1354.06,16300,51500
Maharashtra,SANGLI,1999,Kharif     ,Rice,1186.048,17900,47200
Maharashtra,SANGLI,2000,Kharif     ,Rice,1154.118,18600,40400
Maharashtra,SANGLI,2001,Kharif     ,Rice,906.602,17700,47200
Maharashtra,SANGLI,2002,Kharif     ,Rice,915.505,18500,28400
Maharashtra,SANGLI,2004,Kharif     ,Rice,618.9,17700,44200
Maharashtra,SANGLI,2005,Kharif     ,Rice,1039.8,18100,39500
Maharashtra,SANGLI,2006,Kharif     ,Rice,855.7,18100,28900
Maharashtra,SANGLI,2007,Kharif     ,Rice,757.2,187,436
Maharashtra,SANGLI,2008,Kharif     ,Rice,630,18700,38700
Maharashtra,SANGLI,2009,Kharif     ,Rice,692.4,18700,35100
Maharashtra,SANGLI,2010,Kharif     ,Rice,745.3,20200,53900
Maharashtra,SATARA,1997,Kharif     ,Rice,2185.481,41100,64300
Maharashtra,SATARA,1998,Kharif     ,Rice,1908.309,41500,100200
Maharashtra,SATARA,1999,Kharif     ,Rice,1565.151,44000,71100
Maharashtra,SATARA,2000,Kharif     ,Rice,1468.663,43900,51300
Maharashtra,SATARA,2001,Kharif     ,Rice,1238.25,44600,77200
Maharashtra,SATARA,2002,Kharif     ,Rice,1262.08,45400,71200
Maharashtra,SATARA,2004,Kharif     ,Rice,945.8,44100,72900
Maharashtra,SATARA,2005,Kharif     ,Rice,1525.1,43600,73400
Maharashtra,SATARA,2006,Kharif     ,Rice,1346.3,45000,93300
Maharashtra,SATARA,2007,Kharif     ,Rice,1130.1,496,1024
Maharashtra,SATARA,2008,Kharif     ,Rice,820.8,49700,109300
Maharashtra,SATARA,2009,Kharif     ,Rice,1182.2,50600,76900
Maharashtra,SATARA,2010,Kharif     ,Rice,1286.5,50800,82200
Maharashtra,SINDHUDURG,2004,Kharif     ,Rice,2609.6,74500,210800
Maharashtra,SINDHUDURG,2004,Rabi     ,Rice,0,4300,8500
Maharashtra,SINDHUDURG,2005,Kharif     ,Rice,2976.3,74500,215400
Maharashtra,SINDHUDURG,2005,Rabi     ,Rice,0.5,4200,8800
Maharashtra,SINDHUDURG,2006,Kharif     ,Rice,2825.1,74700,220400
Maharashtra,SINDHUDURG,2006,Rabi     ,Rice,0,4100,8800
Maharashtra,SINDHUDURG,2007,Kharif     ,Rice,3053.5,749,2051
Maharashtra,SINDHUDURG,2008,Kharif     ,Rice,3004.3,74400,208000
Maharashtra,SINDHUDURG,2009,Kharif     ,Rice,3544.9,74600,196200
Maharashtra,SINDHUDURG,2010,Kharif     ,Rice,4592.1,73900,197000
Maharashtra,SOLAPUR,1997,Kharif     ,Rice,631.782,2100,2300
Maharashtra,SOLAPUR,1998,Kharif     ,Rice,782.153,2900,3300
Maharashtra,SOLAPUR,1999,Kharif     ,Rice,656.339,3200,4200
Maharashtra,SOLAPUR,2000,Kharif     ,Rice,630.559,3000,3400
Maharashtra,SOLAPUR,2001,Kharif     ,Rice,572.771,600,800
Maharashtra,SOLAPUR,2002,Kharif     ,Rice,459.463,500,300
Maharashtra,THANE,2004,Kharif     ,Rice,2929.8,138600,328800
Maharashtra,THANE,2004,Rabi     ,Rice,0,2400,6600
Maharashtra,THANE,2005,Kharif     ,Rice,3563.1,137000,304700
Maharashtra,THANE,2005,Rabi     ,Rice,0,2500,5900
Maharashtra,THANE,2006,Kharif     ,Rice,3139,137600,252200
Maharashtra,THANE,2006,Rabi     ,Rice,0.3,2600,5200
Maharashtra,THANE,2007,Kharif     ,Rice,2594.6,1381,3033
Maharashtra,THANE,2008,Kharif     ,Rice,2781.2,138000,297300
Maharashtra,THANE,2009,Kharif     ,Rice,1990.2,136000,285000
Maharashtra,THANE,2010,Kharif     ,Rice,2759.1,136000,275300
Maharashtra,WARDHA,1997,Kharif     ,Rice,714.562,800,400
Maharashtra,WARDHA,1998,Kharif     ,Rice,934.866,500,500
Maharashtra,WARDHA,1999,Kharif     ,Rice,1084.511,500,300
Maharashtra,WARDHA,2000,Kharif     ,Rice,810.219,600,300
Maharashtra,WARDHA,2001,Kharif     ,Rice,799.204,500,300
Maharashtra,WARDHA,2002,Kharif     ,Rice,871.894,500,300
Maharashtra,WARDHA,2004,Kharif     ,Rice,776,200,200
Maharashtra,WARDHA,2005,Kharif     ,Rice,1035.1,200,200
Maharashtra,WARDHA,2006,Kharif     ,Rice,971.9,100,100
Maharashtra,WARDHA,2007,Kharif     ,Rice,1287.1,1,1
Maharashtra,WASHIM,1999,Kharif     ,Rice,1017.224,1900,1200
Maharashtra,WASHIM,2000,Kharif     ,Rice,560.989,2000,800
Maharashtra,WASHIM,2001,Kharif     ,Rice,400.447,1300,1300
Maharashtra,WASHIM,2002,Kharif     ,Rice,722.04,1100,700
Maharashtra,WASHIM,2004,Kharif     ,Rice,550.4,500,200
Maharashtra,WASHIM,2005,Kharif     ,Rice,968.9,300,100
Maharashtra,WASHIM,2006,Kharif     ,Rice,1054.1,200,100
Maharashtra,WASHIM,2008,Kharif     ,Rice,655.5,100,100
Maharashtra,WASHIM,2009,Kharif     ,Rice,521.1,100,200
Maharashtra,YAVATMAL,1997,Kharif     ,Rice,653.464,6700,3800
Maharashtra,YAVATMAL,1998,Kharif     ,Rice,1011.254,5400,4000
Maharashtra,YAVATMAL,1999,Kharif     ,Rice,1047.62,5300,4600
Maharashtra,YAVATMAL,2000,Kharif     ,Rice,809.036,5200,4300
Maharashtra,YAVATMAL,2001,Kharif     ,Rice,651.239,4800,4800
Maharashtra,YAVATMAL,2002,Kharif     ,Rice,815.842,3700,2400
Manipur,BISHNUPUR,1997,Kharif     ,Rice,2142.066,17,40
Manipur,BISHNUPUR,1998,Kharif     ,Rice,2181.2,1470,3360
Manipur,BISHNUPUR,1999,Kharif     ,Rice,2099.624,18360,48930
Manipur,BISHNUPUR,2000,Kharif     ,Rice,1950.953,18660,50320
Manipur,BISHNUPUR,2001,Kharif     ,Rice,2418.501,19020,51410
Manipur,BISHNUPUR,2002,Kharif     ,Rice,2400.821,17050,48370
Manipur,CHANDEL,1997,Kharif     ,Rice,2055.507,7,9
Manipur,CHANDEL,1998,Kharif     ,Rice,2046.302,2700,3320
Manipur,CHANDEL,1999,Kharif     ,Rice,1967.417,6170,6710
Manipur,CHANDEL,2000,Kharif     ,Rice,1827.193,9410,11680
Manipur,CHANDEL,2001,Kharif     ,Rice,2271.009,8820,12220
Manipur,CHANDEL,2002,Kharif     ,Rice,2224.47,5610,5930
Manipur,CHURACHANDPUR,1997,Kharif     ,Rice,2435.25,14,27
Manipur,CHURACHANDPUR,1998,Kharif     ,Rice,2505.436,3790,7570
Manipur,CHURACHANDPUR,1999,Kharif     ,Rice,2270.016,13730,25010
Manipur,CHURACHANDPUR,2000,Kharif     ,Rice,2189.776,12600,23490
Manipur,CHURACHANDPUR,2001,Kharif     ,Rice,2667.998,13780,26120
Manipur,CHURACHANDPUR,2002,Kharif     ,Rice,2709.377,22880,47540
Manipur,CHURACHANDPUR,2004,Kharif     ,Rice,0,21040,40380
Manipur,CHURACHANDPUR,2005,Kharif     ,Rice,0,20370,37500
Manipur,CHURACHANDPUR,2006,Kharif     ,Rice,0,23190,43740
Manipur,CHURACHANDPUR,2007,Kharif     ,Rice,0,19720,35410
Manipur,IMPHAL EAST,1997,Kharif     ,Rice,1886.449,26,62
Manipur,IMPHAL EAST,1998,Kharif     ,Rice,1923.738,26840,66970
Manipur,IMPHAL EAST,1999,Kharif     ,Rice,1934.13,33650,81330
Manipur,IMPHAL EAST,2000,Kharif     ,Rice,1758.837,31170,87640
Manipur,IMPHAL EAST,2001,Kharif     ,Rice,2202.34,31370,86250
Manipur,IMPHAL EAST,2002,Kharif     ,Rice,2148.106,25830,57100
Manipur,IMPHAL WEST,1997,Kharif     ,Rice,2282.6,16,43
Manipur,IMPHAL WEST,1998,Kharif     ,Rice,2433.9,8530,23040
Manipur,IMPHAL WEST,1999,Kharif     ,Rice,2305.4,15460,49120
Manipur,IMPHAL WEST,2000,Kharif     ,Rice,2211,15870,51350
Manipur,IMPHAL WEST,2001,Kharif     ,Rice,2676.2,16480,52150
Manipur,IMPHAL WEST,2002,Kharif     ,Rice,2681.5,20230,58960
Manipur,SENAPATI,1997,Kharif     ,Rice,1613.233,23,47
Manipur,SENAPATI,1998,Kharif     ,Rice,1643.449,2560,5540
Manipur,SENAPATI,1999,Kharif     ,Rice,1745.655,24530,52880
Manipur,SENAPATI,2000,Kharif     ,Rice,1549.439,23230,53230
Manipur,SENAPATI,2001,Kharif     ,Rice,1959.383,23880,53790
Manipur,SENAPATI,2002,Kharif     ,Rice,1871.889,23520,47970
Manipur,SENAPATI,2004,Kharif     ,Rice,0,24110,53870
Manipur,SENAPATI,2005,Kharif     ,Rice,209.5,29810,60140
Manipur,SENAPATI,2006,Kharif     ,Rice,1276.1,25200,53690
Manipur,SENAPATI,2007,Kharif     ,Rice,1479.8,23820,54310
Manipur,TAMENGLONG,1997,Kharif     ,Rice,2038.57,9,10
Manipur,TAMENGLONG,1998,Kharif     ,Rice,2149.126,9360,11600
Manipur,TAMENGLONG,1999,Kharif     ,Rice,2128.871,9540,13070
Manipur,TAMENGLONG,2000,Kharif     ,Rice,1984.016,9190,10960
Manipur,TAMENGLONG,2001,Kharif     ,Rice,2439.417,10640,13150
Manipur,TAMENGLONG,2002,Kharif     ,Rice,2401.063,7450,9090
Manipur,THOUBAL,1997,Kharif     ,Rice,2015.535,28,79
Manipur,THOUBAL,1998,Kharif     ,Rice,2033.499,17170,47080
Manipur,THOUBAL,1999,Kharif     ,Rice,1986.517,21770,57780
Manipur,THOUBAL,2000,Kharif     ,Rice,1828.241,23230,60480
Manipur,THOUBAL,2001,Kharif     ,Rice,2279.357,24080,59590
Manipur,THOUBAL,2002,Kharif     ,Rice,2240.624,17270,36370
Manipur,UKHRUL,1997,Kharif     ,Rice,1509.507,15,31
Manipur,UKHRUL,1998,Kharif     ,Rice,1488.947,15950,31810
Manipur,UKHRUL,1999,Kharif     ,Rice,1614.513,13840,30150
Manipur,UKHRUL,2000,Kharif     ,Rice,1406.988,13530,32600
Manipur,UKHRUL,2001,Kharif     ,Rice,1799.57,14500,32590
Manipur,UKHRUL,2002,Kharif     ,Rice,1685.881,13270,24370
Meghalaya,EAST GARO HILLS,1997,Kharif     ,Rice,1975.927,17301,22730
Meghalaya,EAST GARO HILLS,1998,Kharif     ,Rice,2243.106,17167,25215
Meghalaya,EAST GARO HILLS,1999,Kharif     ,Rice,2878.44,16970,24669
Meghalaya,EAST GARO HILLS,1999,Rabi       ,Rice,78.195,100,200
Meghalaya,EAST GARO HILLS,2000,Kharif     ,Rice,2505.256,16982,30010
Meghalaya,EAST GARO HILLS,2000,Rabi       ,Rice,161.26,100,200
Meghalaya,EAST GARO HILLS,2001,Kharif     ,Rice,2352.286,17024,30210
Meghalaya,EAST GARO HILLS,2002,Kharif     ,Rice,2146.287,16907,30409
Meghalaya,EAST GARO HILLS,2004,Kharif     ,Rice,0,10765,13973
Meghalaya,EAST GARO HILLS,2004,Rabi     ,Rice,0,80,169
Meghalaya,EAST GARO HILLS,2005,Kharif     ,Rice,1798.4,10767,17562
Meghalaya,EAST GARO HILLS,2005,Rabi     ,Rice,255.3,71,96
Meghalaya,EAST GARO HILLS,2006,Kharif     ,Rice,1541,10760,16215
Meghalaya,EAST GARO HILLS,2006,Rabi       ,Rice,213.1,66,87
Meghalaya,EAST GARO HILLS,2007,Kharif     ,Rice,2944.4,10694,12191
Meghalaya,EAST GARO HILLS,2007,Rabi     ,Rice,326.4,60,74
Meghalaya,EAST GARO HILLS,2008,Kharif     ,Rice,2773.8,10670,15354
Meghalaya,EAST GARO HILLS,2008,Rabi     ,Rice,388.9,83,160
Meghalaya,EAST GARO HILLS,2009,Kharif     ,Rice,2923.2,10665,15127
Meghalaya,EAST GARO HILLS,2009,Rabi     ,Rice,136.6,90,164
Meghalaya,EAST GARO HILLS,2010,Kharif     ,Rice,1834.6,10675,15218
Meghalaya,EAST GARO HILLS,2010,Rabi       ,Rice,651.6,86,110
Meghalaya,EAST KHASI HILLS,1997,Kharif     ,Rice,2870.524,5160,7690
Meghalaya,EAST KHASI HILLS,1998,Kharif     ,Rice,3310.45,5210,9673
Meghalaya,EAST KHASI HILLS,1999,Kharif     ,Rice,3070.981,5369,10233
Meghalaya,EAST KHASI HILLS,1999,Rabi       ,Rice,106.587,10,10
Meghalaya,EAST KHASI HILLS,2000,Kharif     ,Rice,3116.33,5471,10343
Meghalaya,EAST KHASI HILLS,2000,Rabi       ,Rice,614.694,13,14
Meghalaya,EAST KHASI HILLS,2001,Kharif     ,Rice,3582.034,5496,10392
Meghalaya,EAST KHASI HILLS,2002,Kharif     ,Rice,3764.558,5606,10303
Meghalaya,EAST KHASI HILLS,2004,Kharif     ,Rice,8299.2,239,499
Meghalaya,EAST KHASI HILLS,2004,Rabi     ,Rice,1635.8,26,32
Meghalaya,EAST KHASI HILLS,2005,Kharif     ,Rice,5592.2,238,493
Meghalaya,EAST KHASI HILLS,2005,Rabi     ,Rice,647.7,27,33
Meghalaya,EAST KHASI HILLS,2006,Kharif     ,Rice,4067.2,238,493
Meghalaya,EAST KHASI HILLS,2006,Rabi       ,Rice,533.3,27,31
Meghalaya,EAST KHASI HILLS,2007,Kharif     ,Rice,7795.8,239,496
Meghalaya,EAST KHASI HILLS,2007,Rabi     ,Rice,793.3,27,31
Meghalaya,EAST KHASI HILLS,2008,Kharif     ,Rice,6325.4,242,501
Meghalaya,EAST KHASI HILLS,2008,Rabi     ,Rice,559.8,172,293
Meghalaya,EAST KHASI HILLS,2009,Kharif     ,Rice,5024.6,273,554
Meghalaya,EAST KHASI HILLS,2009,Rabi     ,Rice,361.7,122,232
Meghalaya,EAST KHASI HILLS,2010,Kharif     ,Rice,6408.1,275,573
Meghalaya,EAST KHASI HILLS,2010,Rabi       ,Rice,1883.3,111,205
Meghalaya,WEST GARO HILLS,1997,Kharif     ,Rice,1723.987,35922,55206
Meghalaya,WEST GARO HILLS,1998,Kharif     ,Rice,1887.865,36062,41856
Meghalaya,WEST GARO HILLS,1999,Kharif     ,Rice,2382.438,34053,45253
Meghalaya,WEST GARO HILLS,1999,Rabi       ,Rice,55.89,3299,12725
Meghalaya,WEST GARO HILLS,2000,Kharif     ,Rice,2028.101,34044,46916
Meghalaya,WEST GARO HILLS,2000,Rabi       ,Rice,147.374,3377,12007
Meghalaya,WEST GARO HILLS,2001,Kharif     ,Rice,1966.64,38611,68044
Meghalaya,WEST GARO HILLS,2002,Kharif     ,Rice,1811.962,38760,69324
Meghalaya,WEST KHASI HILLS,1997,Kharif     ,Rice,2359.318,9422,12339
Meghalaya,WEST KHASI HILLS,1998,Kharif     ,Rice,2699.569,9420,12928
Meghalaya,WEST KHASI HILLS,1999,Kharif     ,Rice,2844.502,9025,13525
Meghalaya,WEST KHASI HILLS,1999,Rabi       ,Rice,77.473,5,3
Meghalaya,WEST KHASI HILLS,2000,Kharif     ,Rice,2742.587,8939,13440
Meghalaya,WEST KHASI HILLS,2000,Rabi       ,Rice,413.612,3,2
Meghalaya,WEST KHASI HILLS,2001,Kharif     ,Rice,2962.05,9064,14466
Meghalaya,WEST KHASI HILLS,2002,Kharif     ,Rice,2989.871,9013,14457
Mizoram,CHAMPHAI,1998,Kharif     ,Rice,2382.052,5722,9403
Mizoram,CHAMPHAI,1998,Rabi       ,Rice,450.618,13,126
Mizoram,CHAMPHAI,1999,Kharif     ,Rice,2039.668,5807,9182
Mizoram,CHAMPHAI,2000,Kharif     ,Rice,2045.419,7596,8931
Mizoram,CHAMPHAI,2001,Kharif     ,Rice,2457.327,9650,10931
Mizoram,CHAMPHAI,2002,Kharif     ,Rice,2504.031,9927,11104
Mizoram,KOLASIB,1998,Kharif     ,Rice,2481.901,12668,17382
Mizoram,KOLASIB,1998,Rabi       ,Rice,554.119,4749,11798
Mizoram,KOLASIB,1999,Kharif     ,Rice,2108.156,11102,17103
Mizoram,KOLASIB,2000,Kharif     ,Rice,2167.257,12606,25905
Mizoram,KOLASIB,2001,Kharif     ,Rice,2569.458,12630,27207
Mizoram,KOLASIB,2002,Kharif     ,Rice,2649.619,12861,27074
Mizoram,LUNGLEI,1998,Kharif     ,Rice,2651.904,14495,21704
Mizoram,LUNGLEI,1998,Rabi       ,Rice,369.269,26,62
Mizoram,LUNGLEI,1999,Kharif     ,Rice,2323.66,8863,12800
Mizoram,LUNGLEI,2000,Kharif     ,Rice,2114.734,6971,14840
Mizoram,LUNGLEI,2001,Kharif     ,Rice,2611.862,7222,14496
Mizoram,LUNGLEI,2002,Kharif     ,Rice,2637.377,7794,18253
Nagaland,KOHIMA,1997,Kharif     ,Rice,1611.581,27620,37250
Nagaland,KOHIMA,1997,Rabi       ,Rice,258.597,150,180
Nagaland,KOHIMA,1998,Kharif     ,Rice,1685.602,27000,41000
Nagaland,KOHIMA,1999,Kharif     ,Rice,1805.317,28800,46670
Nagaland,KOHIMA,2000,Kharif     ,Rice,1635.914,17870,28310
Nagaland,KOHIMA,2001,Kharif     ,Rice,2005.482,18700,29550
Nagaland,KOHIMA,2002,Kharif     ,Rice,1930.115,18050,27800
Nagaland,KOHIMA,2004,Kharif     ,Rice,1615.4,21720,40580
Nagaland,KOHIMA,2005,Kharif     ,Rice,1360,21950,40760
Nagaland,KOHIMA,2006,Kharif     ,Rice,1206,23100,39860
Nagaland,KOHIMA,2007,Kharif     ,Rice,1698.7,25220,45940
Nagaland,KOHIMA,2008,Kharif     ,Rice,1720.1,16300,31930
Nagaland,KOHIMA,2009,Kharif     ,Rice,1231.1,15740,23010
Nagaland,KOHIMA,2010,Kharif     ,Rice,1698.8,17930,37440
Nagaland,MOKOKCHUNG,1997,Kharif     ,Rice,1428.878,21320,26700
Nagaland,MOKOKCHUNG,1998,Kharif     ,Rice,1658.266,21000,29000
Nagaland,MOKOKCHUNG,1999,Kharif     ,Rice,1622.789,20200,29150
Nagaland,MOKOKCHUNG,2000,Kharif     ,Rice,1585.29,18050,26450
Nagaland,MOKOKCHUNG,2001,Kharif     ,Rice,1730.145,19020,26570
Nagaland,MOKOKCHUNG,2002,Kharif     ,Rice,1690.1,18560,25190
Nagaland,MON,1997,Kharif     ,Rice,1406.573,17550,22740
Nagaland,MON,1998,Kharif     ,Rice,1740.693,17000,23000
Nagaland,MON,1999,Kharif     ,Rice,1611.617,17200,24630
Nagaland,MON,2000,Kharif     ,Rice,1591.73,14800,20770
Nagaland,MON,2001,Kharif     ,Rice,1688.693,15100,21000
Nagaland,MON,2002,Kharif     ,Rice,1669.784,14580,19860
Nagaland,MON,2004,Kharif     ,Rice,1129.2,11630,17780
Nagaland,MON,2005,Kharif     ,Rice,349.5,11750,17860
Nagaland,MON,2006,Kharif     ,Rice,1108.2,13480,20540
Nagaland,MON,2007,Kharif     ,Rice,1299.4,15870,27240
Nagaland,MON,2008,Kharif     ,Rice,358.9,13770,24900
Nagaland,MON,2009,Kharif     ,Rice,526.1,13680,17880
Nagaland,MON,2010,Kharif     ,Rice,282.5,12530,23680
Nagaland,MON,2010,Rabi       ,Rice,16.6,350,840
Nagaland,PHEK,1997,Kharif     ,Rice,1477.897,24710,33350
Nagaland,PHEK,1998,Kharif     ,Rice,1465.298,24000,37000
Nagaland,PHEK,1999,Kharif     ,Rice,1672.025,24400,38350
Nagaland,PHEK,2000,Kharif     ,Rice,1461.338,21330,37640
Nagaland,PHEK,2001,Kharif     ,Rice,1810.865,21730,38400
Nagaland,PHEK,2002,Kharif     ,Rice,1685.164,21250,37550
