State,District,Year,Season,Crop,Rainfall,Area,Yield
Haryana,KARNAL,1998,Kharif     ,Rice,536.924,161526,357000
Haryana,KARNAL,1999,Kharif     ,Rice,313.63,161526,447000
Haryana,KARNAL,2000,Kharif     ,Rice,489.063,157949,444000
Haryana,KARNAL,2001,Kharif     ,Rice,444.06,166037,494000
Haryana,KARNAL,2002,Kharif     ,Rice,340.751,159111,426000
Haryana,KARNAL,2004,Kharif     ,Rice,527.8,167405,567000
Haryana,KARNAL,2005,Kharif     ,Rice,454,169130,521000
Haryana,KARNAL,2006,Kharif     ,Rice,277.9,166200,553000
Haryana,KARNAL,2007,Kharif     ,Rice,456.8,167149,610000
Haryana,KARNAL,2008,Kharif     ,Rice,587.1,169034,465000
Haryana,KARNAL,2009,Kharif     ,Rice,449.9,171517,521000
Haryana,KARNAL,2010,Kharif     ,Rice,841.2,172698,461000
Haryana,KURUKSHETRA,1997,Kharif     ,Rice,634.434,106000,327000
Haryana,KURUKSHETRA,1998,Kharif     ,Rice,515.543,113715,267000
Haryana,KURUKSHETRA,1999,Kharif     ,Rice,331.022,111611,335000
Haryana,KURUKSHETRA,2000,Kharif     ,Rice,491.002,111765,357000
Haryana,KURUKSHETRA,2001,Kharif     ,Rice,421.531,111396,367000
Haryana,KURUKSHETRA,2002,Kharif     ,Rice,365.477,106928,371000
Haryana,KURUKSHETRA,2004,Kharif     ,Rice,451.5,121844,468000
Haryana,KURUKSHETRA,2005,Kharif     ,Rice,429.3,110791,416000
Haryana,KURUKSHETRA,2006,Kharif     ,Rice,209.3,108950,440000
Haryana,KURUKSHETRA,2007,Kharif     ,Rice,202,114536,460000
Haryana,KURUKSHETRA,2008,Kharif     ,Rice,246.4,121530,408000
Haryana,KURUKSHETRA,2009,Kharif     ,Rice,233.6,117969,453000
Haryana,KURUKSHETRA,2010,Kharif     ,Rice,433.3,119783,383000
Haryana,PANCHKULA,1997,Kharif     ,Rice,747.536,6000,16000
Haryana,PANCHKULA,1998,Kharif     ,Rice,552.07,6084,16000
Haryana,PANCHKULA,1999,Kharif     ,Rice,418.954,6384,18000
Haryana,PANCHKULA,2000,Kharif     ,Rice,547.789,6183,18000
Haryana,PANCHKULA,2001,Kharif     ,Rice,455.301,6933,20000
Haryana,PANCHKULA,2002,Kharif     ,Rice,467.031,5702,16000
Haryana,PANCHKULA,2004,Kharif     ,Rice,812.5,6776,18000
Haryana,PANCHKULA,2005,Kharif     ,Rice,659.4,6087,17000
Haryana,PANCHKULA,2006,Kharif     ,Rice,665.8,7340,28000
Haryana,PANCHKULA,2007,Kharif     ,Rice,573,7088,20000
Haryana,PANCHKULA,2008,Kharif     ,Rice,567.5,8797,24000
Haryana,PANCHKULA,2009,Kharif     ,Rice,385.4,8415,23000
Haryana,PANCHKULA,2010,Kharif     ,Rice,691.8,9070,30000
Haryana,PANIPAT,1997,Kharif     ,Rice,555.255,69000,169000
Haryana,PANIPAT,1998,Kharif     ,Rice,527.722,71746,154000
Haryana,PANIPAT,1999,Kharif     ,Rice,287.987,70637,144000
Haryana,PANIPAT,2000,Kharif     ,Rice,469.484,77458,187000
Haryana,PANIPAT,2001,Kharif     ,Rice,463.291,71831,167000
Haryana,PANIPAT,2002,Kharif     ,Rice,305.96,64007,161000
Haryana,PANIPAT,2004,Kharif     ,Rice,500.3,72281,164000
Haryana,PANIPAT,2005,Kharif     ,Rice,485.5,70753,181000
Haryana,PANIPAT,2006,Kharif     ,Rice,341,70777,194000
Haryana,PANIPAT,2007,Kharif     ,Rice,223.5,73632,188000
Haryana,PANIPAT,2008,Kharif     ,Rice,426.3,77763,169000
Haryana,PANIPAT,2009,Kharif     ,Rice,267,76960,205000
Haryana,PANIPAT,2010,Kharif     ,Rice,499.8,76905,174000
Haryana,REWARI,1998,Kharif     ,Rice,582.821,723,2000
Haryana,REWARI,1999,Kharif     ,Rice,288.694,1132,2000
Haryana,REWARI,2000,Kharif     ,Rice,459.97,705,3000
Haryana,REWARI,2001,Kharif     ,Rice,493.036,686,3000
Haryana,REWARI,2004,Kharif     ,Rice,391.8,475,3000
Haryana,REWARI,2005,Kharif     ,Rice,537,621,3000
Haryana,REWARI,2006,Kharif     ,Rice,381.9,788,3000
Haryana,REWARI,2007,Kharif     ,Rice,294,820,3000
Haryana,REWARI,2008,Kharif     ,Rice,628.5,2066,5000
Haryana,REWARI,2009,Kharif     ,Rice,251,2079,5000
Haryana,REWARI,2010,Kharif     ,Rice,613.9,2746,8000
Haryana,ROHTAK,1997,Kharif     ,Rice,451.116,16000,29000
Haryana,ROHTAK,1998,Kharif     ,Rice,504.298,27522,53000
Haryana,ROHTAK,1999,Kharif     ,Rice,254.573,28515,26000
Haryana,ROHTAK,2000,Kharif     ,Rice,420.233,23863,36000
Haryana,ROHTAK,2001,Kharif     ,Rice,431.425,20034,27000
Haryana,ROHTAK,2002,Kharif     ,Rice,224.306,7412,8000
Haryana,ROHTAK,2004,Kharif     ,Rice,361.8,15014,26000
Haryana,ROHTAK,2005,Kharif     ,Rice,504,18006,36000
Haryana,ROHTAK,2006,Kharif     ,Rice,408.8,20185,37000
Haryana,ROHTAK,2007,Kharif     ,Rice,246.6,23167,52000
Haryana,ROHTAK,2008,Kharif     ,Rice,533.5,38439,48000
Haryana,ROHTAK,2009,Kharif     ,Rice,343.3,35056,50000
Haryana,ROHTAK,2010,Kharif     ,Rice,456.1,39340,59000
Haryana,SIRSA,1997,Kharif     ,Rice,390.194,32000,107000
Haryana,SIRSA,1998,Kharif     ,Rice,289.514,41353,101000
Haryana,SIRSA,1999,Kharif     ,Rice,187.79,44663,135000
Haryana,SIRSA,2000,Kharif     ,Rice,259.648,39847,111000
Haryana,SIRSA,2001,Kharif     ,Rice,265.944,37202,118000
Haryana,SIRSA,2002,Kharif     ,Rice,131.905,45158,145000
Haryana,SIRSA,2004,Kharif     ,Rice,230.2,45729,157000
Haryana,SIRSA,2005,Kharif     ,Rice,212.5,46036,166000
Haryana,SIRSA,2006,Kharif     ,Rice,345.1,46453,175000
Haryana,SIRSA,2007,Kharif     ,Rice,231.5,48268,189000
Haryana,SIRSA,2008,Kharif     ,Rice,302.2,57477,196000
Haryana,SIRSA,2009,Kharif     ,Rice,62.8,61374,204000
Haryana,SIRSA,2010,Kharif     ,Rice,360.6,61372,195000
Haryana,SONIPAT,1997,Kharif     ,Rice,524.623,62000,130000
Haryana,SONIPAT,1998,Kharif     ,Rice,548.967,79400,133000
Haryana,SONIPAT,1999,Kharif     ,Rice,281.038,77681,139000
Haryana,SONIPAT,2000,Kharif     ,Rice,470.567,77247,138000
Haryana,SONIPAT,2001,Kharif     ,Rice,479.779,78764,148000
Haryana,SONIPAT,2002,Kharif     ,Rice,290.895,43976,96000
Haryana,YAMUNANAGAR,1997,Kharif     ,Rice,684.233,54000,168000
Haryana,YAMUNANAGAR,1998,Kharif     ,Rice,598.848,58461,130000
Haryana,YAMUNANAGAR,1999,Kharif     ,Rice,396.553,54804,160000
Haryana,YAMUNANAGAR,2000,Kharif     ,Rice,575.357,55512,164000
Haryana,YAMUNANAGAR,2001,Kharif     ,Rice,437.181,53818,161000
Haryana,YAMUNANAGAR,2002,Kharif     ,Rice,446.455,50192,151000
Haryana,YAMUNANAGAR,2004,Kharif     ,Rice,603,58720,191000
Haryana,YAMUNANAGAR,2005,Kharif     ,Rice,871.4,59276,200000
Haryana,YAMUNANAGAR,2006,Kharif     ,Rice,579.9,59379,213000
Haryana,YAMUNANAGAR,2007,Kharif     ,Rice,524.1,59305,227000
Haryana,YAMUNANAGAR,2008,Kharif     ,Rice,858.5,71634,221000
Haryana,YAMUNANAGAR,2009,Kharif     ,Rice,702.5,73525,267000
Haryana,YAMUNANAGAR,2010,Kharif     ,Rice,1364.5,74578,244000
Himachal Pradesh,BILASPUR,2004,Kharif     ,Rice,894.2,1497,2027
Himachal Pradesh,BILASPUR,2005,Kharif     ,Rice,689.4,1416,1937
Himachal Pradesh,BILASPUR,2006,Kharif     ,Rice,1152.8,1484,3851
Himachal Pradesh,BILASPUR,2007,Kharif     ,Rice,920.1,2123,4768
Himachal Pradesh,BILASPUR,2008,Kharif     ,Rice,1197.8,1560,3257
Himachal Pradesh,BILASPUR,2010,Kharif     ,Rice,931.1,1540,2956
Himachal Pradesh,CHAMBA,1998,Kharif     ,Rice,566.382,2891,3878
Himachal Pradesh,CHAMBA,1999,Kharif     ,Rice,593.226,2828,3955
Himachal Pradesh,CHAMBA,2000,Kharif     ,Rice,485.741,2594,3804
Himachal Pradesh,CHAMBA,2001,Kharif     ,Rice,637.674,2796,3959
Himachal Pradesh,CHAMBA,2002,Kharif     ,Rice,619.984,2806,4996
Himachal Pradesh,CHAMBA,2004,Kharif     ,Rice,592.1,2760,4193
Himachal Pradesh,CHAMBA,2005,Kharif     ,Rice,627.6,2772,4585
Himachal Pradesh,CHAMBA,2006,Kharif     ,Rice,727.5,2726,4031
Himachal Pradesh,CHAMBA,2007,Kharif     ,Rice,227.9,2706,3345
Himachal Pradesh,CHAMBA,2008,Kharif     ,Rice,427,2666,3285
Himachal Pradesh,CHAMBA,2010,Kharif     ,Rice,893.3,3506,5767
Himachal Pradesh,HAMIRPUR,1998,Kharif     ,Rice,577.49,2697,4040
Himachal Pradesh,HAMIRPUR,1999,Kharif     ,Rice,530.296,2488,4006
Himachal Pradesh,HAMIRPUR,2000,Kharif     ,Rice,538.016,2403,2997
Himachal Pradesh,HAMIRPUR,2001,Kharif     ,Rice,572.795,2524,3590
Himachal Pradesh,HAMIRPUR,2002,Kharif     ,Rice,574.068,4627,2998
Himachal Pradesh,HAMIRPUR,2004,Kharif     ,Rice,1044.1,2261,2364
Himachal Pradesh,HAMIRPUR,2005,Kharif     ,Rice,931.5,2421,3253
Himachal Pradesh,HAMIRPUR,2006,Kharif     ,Rice,1377,2056,3084
Himachal Pradesh,HAMIRPUR,2007,Kharif     ,Rice,1055.8,2022,3164
Himachal Pradesh,HAMIRPUR,2008,Kharif     ,Rice,1281.1,1995,2912
Himachal Pradesh,HAMIRPUR,2010,Kharif     ,Rice,1090.9,1908,2870
Himachal Pradesh,KANGRA,1998,Kharif     ,Rice,570.004,37728,52148
Himachal Pradesh,KANGRA,1999,Kharif     ,Rice,560.903,36686,53215
Himachal Pradesh,KANGRA,2000,Kharif     ,Rice,520.769,38334,56392
Himachal Pradesh,KANGRA,2001,Kharif     ,Rice,612.473,37272,63082
Himachal Pradesh,KANGRA,2002,Kharif     ,Rice,596.134,37144,34219
Himachal Pradesh,KANGRA,2004,Kharif     ,Rice,1147.7,37079,48680
Himachal Pradesh,KANGRA,2005,Kharif     ,Rice,1152.3,36961,50934
Himachal Pradesh,KANGRA,2006,Kharif     ,Rice,1541.2,38279,54148
Himachal Pradesh,KANGRA,2007,Kharif     ,Rice,1252.9,37121,53986
Himachal Pradesh,KANGRA,2008,Kharif     ,Rice,1639.3,36855,55836
Himachal Pradesh,KANGRA,2010,Kharif     ,Rice,1444.4,37611,59209
Himachal Pradesh,KINNAUR,1998,Kharif     ,Rice,686.693,23,33
Himachal Pradesh,KINNAUR,1999,Kharif     ,Rice,613.748,30,45
Himachal Pradesh,KINNAUR,2000,Kharif     ,Rice,636.951,23,35
Himachal Pradesh,KINNAUR,2001,Kharif     ,Rice,591.733,29,49
Himachal Pradesh,KINNAUR,2002,Kharif     ,Rice,685.256,31,32
Himachal Pradesh,KINNAUR,2004,Kharif     ,Rice,128.3,31,43
Himachal Pradesh,KINNAUR,2005,Kharif     ,Rice,287.3,22,31
Himachal Pradesh,KINNAUR,2006,Kharif     ,Rice,160.1,28,44
Himachal Pradesh,KINNAUR,2007,Kharif     ,Rice,289.7,13,20
Himachal Pradesh,KINNAUR,2008,Kharif     ,Rice,330.9,16,24
Himachal Pradesh,KINNAUR,2010,Kharif     ,Rice,691.4,15,25
Himachal Pradesh,KULLU,1998,Kharif     ,Rice,660.056,1655,1965
Himachal Pradesh,KULLU,1999,Kharif     ,Rice,628.591,1719,2241
Himachal Pradesh,KULLU,2000,Kharif     ,Rice,601.66,1507,2287
Himachal Pradesh,KULLU,2001,Kharif     ,Rice,640.175,1618,2417
Himachal Pradesh,KULLU,2002,Kharif     ,Rice,676.748,1719,2776
Himachal Pradesh,MANDI,1998,Kharif     ,Rice,628.155,20697,29448
Himachal Pradesh,MANDI,1999,Kharif     ,Rice,567.735,20447,30646
Himachal Pradesh,MANDI,2000,Kharif     ,Rice,574.922,20083,31474
Himachal Pradesh,MANDI,2001,Kharif     ,Rice,594.782,19762,33767
Himachal Pradesh,MANDI,2002,Kharif     ,Rice,611.499,20942,22461
Himachal Pradesh,MANDI,2004,Kharif     ,Rice,982.9,20092,25275
Himachal Pradesh,MANDI,2005,Kharif     ,Rice,978.2,20276,29167
Himachal Pradesh,MANDI,2006,Kharif     ,Rice,1046.6,19566,27068
Himachal Pradesh,MANDI,2007,Kharif     ,Rice,1151.4,19469,25002
Himachal Pradesh,MANDI,2008,Kharif     ,Rice,1157.5,20171,27410
Himachal Pradesh,MANDI,2010,Kharif     ,Rice,1285.7,19481,30528
Himachal Pradesh,SHIMLA,1998,Kharif     ,Rice,696.87,2898,3722
Himachal Pradesh,SHIMLA,1999,Kharif     ,Rice,593.657,2923,3333
Himachal Pradesh,SHIMLA,2000,Kharif     ,Rice,650.141,2579,2370
Himachal Pradesh,SHIMLA,2001,Kharif     ,Rice,593.593,2368,2978
Himachal Pradesh,SHIMLA,2002,Kharif     ,Rice,637.651,3087,2636
Himachal Pradesh,SIRMAUR,1998,Kharif     ,Rice,647.903,5224,7682
Himachal Pradesh,SIRMAUR,1999,Kharif     ,Rice,486.925,5427,8199
Himachal Pradesh,SIRMAUR,2000,Kharif     ,Rice,621.281,5974,9829
Himachal Pradesh,SIRMAUR,2001,Kharif     ,Rice,504.135,5884,11236
Himachal Pradesh,SIRMAUR,2002,Kharif     ,Rice,536.04,5270,5278
Himachal Pradesh,SOLAN,1998,Kharif     ,Rice,570.735,3652,6165
Himachal Pradesh,SOLAN,1999,Kharif     ,Rice,462.259,3481,6443
Himachal Pradesh,SOLAN,2000,Kharif     ,Rice,553.209,3552,7510
Himachal Pradesh,SOLAN,2001,Kharif     ,Rice,496.338,3305,6156
Himachal Pradesh,SOLAN,2002,Kharif     ,Rice,510.584,3377,5377
Himachal Pradesh,SOLAN,2004,Kharif     ,Rice,680.4,4742,10401
Himachal Pradesh,SOLAN,2005,Kharif     ,Rice,706.5,4721,8283
Himachal Pradesh,SOLAN,2006,Kharif     ,Rice,784.7,4634,10968
Himachal Pradesh,SOLAN,2007,Kharif     ,Rice,829.1,4351,10126
Himachal Pradesh,SOLAN,2008,Kharif     ,Rice,1402.7,4260,10565
Himachal Pradesh,SOLAN,2010,Kharif     ,Rice,1228.9,2094,5166
Himachal Pradesh,UNA,1998,Kharif     ,Rice,513.06,2592,5332
Himachal Pradesh,UNA,1999,Kharif     ,Rice,465.419,2677,5851
Himachal Pradesh,UNA,2000,Kharif     ,Rice,499.87,2611,5405
Himachal Pradesh,UNA,2001,Kharif     ,Rice,519.623,3248,7795
Himachal Pradesh,UNA,2002,Kharif     ,Rice,506.62,2744,4205
Himachal Pradesh,UNA,2004,Kharif     ,Rice,940.1,2021,3572
Himachal Pradesh,UNA,2005,Kharif     ,Rice,921.5,2019,3311
Himachal Pradesh,UNA,2006,Kharif     ,Rice,1213.7,1976,4464
Himachal Pradesh,UNA,2007,Kharif     ,Rice,981.6,2023,4651
Himachal Pradesh,UNA,2008,Kharif     ,Rice,1422.5,1803,4029
Himachal Pradesh,UNA,2010,Kharif     ,Rice,1064.9,1919,5277
Jammu and Kashmir ,ANANTNAG,2004,Kharif     ,Rice,369.4,40375,105726
Jammu and Kashmir ,ANANTNAG,2005,Kharif     ,Rice,345.7,40927,117980
Jammu and Kashmir ,ANANTNAG,2007,Kharif     ,Rice,333.7,25086,64867
Jammu and Kashmir ,BADGAM,2004,Kharif     ,Rice,0,23734,40372
Jammu and Kashmir ,BADGAM,2005,Kharif     ,Rice,0,24176,61700
Jammu and Kashmir ,BADGAM,2007,Kharif     ,Rice,0,23092,51080
Jammu and Kashmir ,DODA,2004,Kharif     ,Rice,518.5,4203,4758
Jammu and Kashmir ,DODA,2005,Kharif     ,Rice,509.4,3781,5640
Jammu and Kashmir ,DODA,2007,Kharif     ,Rice,348,1868,1760
Jammu and Kashmir ,JAMMU,2004,Kharif     ,Rice,770.9,53706,90148
Jammu and Kashmir ,JAMMU,2005,Kharif     ,Rice,583.1,57336,94780
Jammu and Kashmir ,JAMMU,2007,Kharif     ,Rice,862.6,50716,93887
Jammu and Kashmir ,KATHUA,2004,Kharif     ,Rice,796.5,30611,51805
Jammu and Kashmir ,KATHUA,2005,Kharif     ,Rice,917.2,30747,51393
Jammu and Kashmir ,KATHUA,2007,Kharif     ,Rice,1546.2,27573,52647
Jammu and Kashmir ,KUPWARA,2004,Kharif     ,Rice,340.1,12013,17800
Jammu and Kashmir ,KUPWARA,2005,Kharif     ,Rice,218.2,13867,22120
Jammu and Kashmir ,KUPWARA,2007,Kharif     ,Rice,286.4,15241,24100
Jammu and Kashmir ,PULWAMA,2004,Kharif     ,Rice,288.6,23029,60261
Jammu and Kashmir ,PULWAMA,2005,Kharif     ,Rice,140.1,22864,59487
Jammu and Kashmir ,PULWAMA,2007,Kharif     ,Rice,276.8,16734,46067
Jammu and Kashmir ,SRINAGAR,2004,Kharif     ,Rice,271.1,11736,31402
Jammu and Kashmir ,SRINAGAR,2005,Kharif     ,Rice,246.2,11736,35813
Jammu and Kashmir ,SRINAGAR,2007,Kharif     ,Rice,215.4,2100,5607
Jammu and Kashmir ,UDHAMPUR,2004,Kharif     ,Rice,952.1,10307,12100
Jammu and Kashmir ,UDHAMPUR,2005,Kharif     ,Rice,1076.2,13319,15120
Jammu and Kashmir ,UDHAMPUR,2007,Kharif     ,Rice,1167.5,8649,10180
Jharkhand,BOKARO,2006,Kharif     ,Rice,946.8,547.09,470.67
Jharkhand,BOKARO,2007,Kharif     ,Rice,1085.7,1363.19,1060.67
Jharkhand,DEOGHAR,2002,Kharif     ,Rice,979.476,1955.12,1772.64
Jharkhand,DHANBAD,2006,Kharif     ,Rice,826.4,2.78,2.67
Jharkhand,DUMKA,2002,Kharif     ,Rice,1033.415,4763.68,6347.45
Jharkhand,GIRIDIH,2002,Kharif     ,Rice,941.871,48.51,17.27
Jharkhand,GIRIDIH,2004,Kharif     ,Rice,1027.6,2518.43,1418.72
Jharkhand,GIRIDIH,2005,Kharif     ,Rice,699.4,2518.43,1553.03
Jharkhand,GIRIDIH,2006,Kharif     ,Rice,1381.7,2199.37,2192
Jharkhand,GIRIDIH,2007,Kharif     ,Rice,1506.3,4936.47,4650
Jharkhand,GODDA,2002,Kharif     ,Rice,913.087,2814.79,2233.07
Jharkhand,GODDA,2004,Kharif     ,Rice,0,3286.21,2313.49
Jharkhand,GODDA,2005,Kharif     ,Rice,0,6625.01,4933.43
Jharkhand,GODDA,2006,Kharif     ,Rice,492,6440.25,8702.67
Jharkhand,GODDA,2007,Kharif     ,Rice,1004.1,6437.16,5673.33
Jharkhand,GUMLA,2002,Kharif     ,Rice,1021.689,37524.16,17035.97
Jharkhand,GUMLA,2004,Kharif     ,Rice,798.8,29541.33,18985.23
Jharkhand,GUMLA,2005,Kharif     ,Rice,817.6,36389.19,18873.86
Jharkhand,GUMLA,2006,Kharif     ,Rice,0,35587.72,24270.67
Jharkhand,GUMLA,2007,Kharif     ,Rice,0,36101.68,32684
Jharkhand,HAZARIBAGH,2002,Kharif     ,Rice,956.419,4858.61,4152.49
Jharkhand,HAZARIBAGH,2004,Kharif     ,Rice,1245.4,4151.53,3240.96
Jharkhand,HAZARIBAGH,2005,Kharif     ,Rice,676.3,3998.91,2231.39
Jharkhand,HAZARIBAGH,2006,Kharif     ,Rice,980.4,3462.76,2677.33
Jharkhand,HAZARIBAGH,2007,Kharif     ,Rice,1228.5,3074.29,2996.67
Jharkhand,KODERMA,2006,Kharif     ,Rice,469,620.35,533.33
Jharkhand,KODERMA,2007,Kharif     ,Rice,0,905.72,903.33
Jharkhand,LOHARDAGA,2002,Kharif     ,Rice,932.148,12453.17,8650.8
Jharkhand,LOHARDAGA,2004,Kharif     ,Rice,0,10711.35,9504.54
Jharkhand,LOHARDAGA,2005,Kharif     ,Rice,0,10711.35,5648.45
Jharkhand,LOHARDAGA,2006,Kharif     ,Rice,1342.8,12417.07,130064.67
Jharkhand,LOHARDAGA,2007,Kharif     ,Rice,1149.8,11252.53,13600.67
Jharkhand,PAKUR,2004,Kharif     ,Rice,1056.2,1636.85,1276.74
Jharkhand,PAKUR,2005,Kharif     ,Rice,839,1965.47,1256.59
Jharkhand,PAKUR,2006,Kharif     ,Rice,0,2571.13,1762
Jharkhand,PAKUR,2007,Kharif     ,Rice,0,2946.66,2488.67
Jharkhand,PALAMU,2002,Kharif     ,Rice,818.405,8044.42,2016.47
Jharkhand,RANCHI,2002,Kharif     ,Rice,1007.826,51998.42,38998.81
Jharkhand,RANCHI,2004,Kharif     ,Rice,1151,46197.84,31445.33
Jharkhand,RANCHI,2005,Kharif     ,Rice,861.8,36854.37,19925.93
Jharkhand,RANCHI,2006,Kharif     ,Rice,1502.6,57794.98,42806.67
Jharkhand,RANCHI,2007,Kharif     ,Rice,1337.8,48459.12,40932
Jharkhand,SAHEBGANJ,2006,Kharif     ,Rice,783.5,1081.56,1202
Jharkhand,SAHEBGANJ,2007,Kharif     ,Rice,148.7,1384.96,921.33
Karnataka,BAGALKOT,1998,Kharif     ,Rice,769.039,197,316
Karnataka,BAGALKOT,1999,Kharif     ,Rice,759.046,128,202
Karnataka,BAGALKOT,2000,Kharif     ,Rice,808.216,171,311
Karnataka,BAGALKOT,2001,Kharif     ,Rice,539.051,171,411
Karnataka,BAGALKOT,2001,Rabi     ,Rice,68.477,13,19
Karnataka,BAGALKOT,2002,Kharif     ,Rice,591.904,112,230
Karnataka,BAGALKOT,2002,Rabi     ,Rice,41.066,15,16
Karnataka,BANGALORE RURAL,1997,Kharif     ,Rice,775.981,11240,26256
Karnataka,BANGALORE RURAL,1997,Rabi       ,Rice,282.427,195,422
Karnataka,BANGALORE RURAL,1997,Rabi     ,Rice,282.427,4350,12398
Karnataka,BANGALORE RURAL,1998,Kharif     ,Rice,1024.494,14305,39567
Karnataka,BANGALORE RURAL,1998,Rabi     ,Rice,173.669,6662,21506
Karnataka,BANGALORE RURAL,1999,Kharif     ,Rice,767.643,11541,32410
Karnataka,BANGALORE RURAL,1999,Rabi       ,Rice,144.413,812,1729
Karnataka,BANGALORE RURAL,1999,Rabi     ,Rice,144.413,7949,21764
Karnataka,BANGALORE RURAL,2000,Kharif     ,Rice,891.189,14828,37089
Karnataka,BANGALORE RURAL,2000,Rabi       ,Rice,110.229,715,1532
Karnataka,BANGALORE RURAL,2000,Rabi     ,Rice,110.229,6887,18490
Karnataka,BANGALORE RURAL,2001,Kharif     ,Rice,578.061,11067,28322
Karnataka,BANGALORE RURAL,2001,Rabi       ,Rice,142.524,169,324
Karnataka,BANGALORE RURAL,2001,Rabi     ,Rice,142.524,3073,7891
Karnataka,BANGALORE RURAL,2002,Kharif     ,Rice,690.704,5722,12953
Karnataka,BANGALORE RURAL,2002,Rabi       ,Rice,42.299,32,67
Karnataka,BANGALORE RURAL,2002,Rabi     ,Rice,42.299,431,1192
Karnataka,BANGALORE RURAL,2004,Kharif     ,Rice,967.8,8568,23767.63
Karnataka,BANGALORE RURAL,2004,Rabi       ,Rice,117.9,5,17
Karnataka,BANGALORE RURAL,2004,Rabi     ,Rice,117.9,800,3579
Karnataka,BANGALORE RURAL,2005,Kharif     ,Rice,1120.1,9729,22181
Karnataka,BANGALORE RURAL,2005,Rabi       ,Rice,211.4,18,40
Karnataka,BANGALORE RURAL,2005,Rabi     ,Rice,211.4,2094,6511
Karnataka,BANGALORE RURAL,2006,Kharif     ,Rice,358.6,7340,14919
Karnataka,BANGALORE RURAL,2006,Rabi       ,Rice,155.1,13,30
Karnataka,BANGALORE RURAL,2006,Rabi     ,Rice,155.1,706,545
Karnataka,BANGALORE RURAL,2007,Kharif     ,Rice,718.3,1990,5928
Karnataka,BANGALORE RURAL,2007,Rabi       ,Rice,86.5,16,35
Karnataka,BANGALORE RURAL,2007,Rabi     ,Rice,86.5,100,305
Karnataka,BANGALORE RURAL,2008,Kharif     ,Rice,738.9,1782,7753.48
Karnataka,BANGALORE RURAL,2008,Rabi       ,Rice,145.7,12,26
Karnataka,BANGALORE RURAL,2008,Rabi     ,Rice,145.7,439,1326
Karnataka,BANGALORE RURAL,2009,Kharif     ,Rice,601.5,1525,6751.18
Karnataka,BANGALORE RURAL,2009,Rabi       ,Rice,80.3,3,7
Karnataka,BANGALORE RURAL,2009,Rabi     ,Rice,80.3,139,425
Karnataka,BANGALORE RURAL,2010,Kharif     ,Rice,744.4,1531,4486
Karnataka,BANGALORE RURAL,2010,Rabi     ,Rice,221.2,155,501
Karnataka,BELGAUM,1997,Kharif     ,Rice,1838.327,63734,91677
Karnataka,BELGAUM,1997,Rabi     ,Rice,177.605,40,114
Karnataka,BELGAUM,1998,Kharif     ,Rice,1680.92,62701,114050
Karnataka,BELGAUM,1998,Rabi     ,Rice,56.583,30,97
Karnataka,BELGAUM,1999,Kharif     ,Rice,1616.516,63427,119657
Karnataka,BELGAUM,1999,Rabi     ,Rice,5.844,23,32
Karnataka,BELGAUM,2000,Kharif     ,Rice,1585.809,63810,105237
Karnataka,BELGAUM,2001,Kharif     ,Rice,1067.719,63662,56350
Karnataka,BELGAUM,2001,Rabi     ,Rice,66.984,77,197
Karnataka,BELGAUM,2002,Kharif     ,Rice,1291.078,65854,37874
Karnataka,BELGAUM,2002,Rabi     ,Rice,43.116,151,405
Karnataka,BELLARY,1997,Kharif     ,Rice,586.76,34112,96733
Karnataka,BELLARY,1997,Rabi     ,Rice,201.212,23573,65571
Karnataka,BELLARY,1998,Kharif     ,Rice,764.091,39395,124945
Karnataka,BELLARY,1998,Rabi     ,Rice,74.368,29459,99742
Karnataka,BELLARY,1999,Kharif     ,Rice,649.347,47915,162081
Karnataka,BELLARY,1999,Rabi     ,Rice,44.149,31432,94717
Karnataka,BELLARY,2000,Kharif     ,Rice,726.989,52654,172729
Karnataka,BELLARY,2000,Rabi     ,Rice,60.637,31393,100892
Karnataka,BELLARY,2001,Kharif     ,Rice,480.209,54582,175813
Karnataka,BELLARY,2001,Rabi     ,Rice,95.396,29231,78310
Karnataka,BELLARY,2002,Kharif     ,Rice,545.26,64289,215581
Karnataka,BELLARY,2002,Rabi     ,Rice,29.065,7011,17597
Karnataka,BELLARY,2004,Kharif     ,Rice,504.7,51935,178111.08
Karnataka,BELLARY,2004,Rabi       ,Rice,48.8,280,944
Karnataka,BELLARY,2004,Rabi     ,Rice,48.8,14592,68619
Karnataka,BELLARY,2005,Kharif     ,Rice,609,61783,188994
Karnataka,BELLARY,2005,Rabi       ,Rice,82.4,490,1871
Karnataka,BELLARY,2005,Rabi     ,Rice,82.4,40538,138524
Karnataka,BELLARY,2006,Kharif     ,Rice,426.5,66354,204553
Karnataka,BELLARY,2006,Rabi       ,Rice,101.8,2993,14299
Karnataka,BELLARY,2006,Rabi     ,Rice,101.8,36575,129221
Karnataka,BELLARY,2007,Kharif     ,Rice,638.8,76597,283719
Karnataka,BELLARY,2007,Rabi       ,Rice,11.6,367,1414
Karnataka,BELLARY,2007,Rabi     ,Rice,11.6,40890,131492
Karnataka,BELLARY,2008,Kharif     ,Rice,399.3,77958,283650.18
Karnataka,BELLARY,2008,Rabi       ,Rice,142.9,150,700
Karnataka,BELLARY,2008,Rabi     ,Rice,142.9,44613,157154
Karnataka,BELLARY,2009,Kharif     ,Rice,821.4,80447,248380.11
